time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_eva_mid[bar],T_eva_mid[degC],P_eva_out[bar],T_eva_out[degC],P_gc_in[bar],T_gc_in[degC],P_gc_out[bar],T_gc_out[degC],W_comp[kW],Q_cool_s1[kW],Q_cool_s2[kW],Q_cool_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_eva_mid[kJ/kg],h_eva_out[kJ/kg],h_gc_in[kJ/kg],h_gc_out[kJ/kg]
0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.38567104444189,3.5739341948257106,9.0,35.0,3.0,304.81598467427017,304.81598467427017,304.81598467427017,304.81598467427017,304.81598467427017,304.81598467427017
10.000000000000002,27.406134201904543,17.767409955074356,76.48327639854023,105.00054526324529,28.237386288266613,23.93530158566153,29.216717369924623,-6.462906720123101,76.41383808213529,35.156362162024834,76.48171452783755,102.49611126145754,0.883837351258961,0.6183978486390175,1.9602405873275448,2.5786384359665626,2.9175486103789146,0.011427214875779183,35.0,27.168339613856062,24.85010368188045,9.0,35.0,3.0,470.13505070769753,530.3522700011217,476.23603473632807,304.69462165916457,390.97068030606624,527.1522394057728
10.00000000000002,27.406134201904536,17.767409955074015,76.48327639854024,105.0005452632456,28.23738628826661,23.935301585662103,29.21671736992462,-6.462906720123101,76.41383808213529,35.15636216202546,76.48171452783758,102.49611126145749,0.8838373512589629,0.6183978486390188,1.9602405873275452,2.5786384359665644,2.9175486103789106,0.011427214875779183,35.0,27.168339613856062,24.85010368188045,9.0,35.0,3.0,470.13505070769753,530.352270001122,476.23603473632807,304.69462165916445,390.9706803060662,527.1522394057738
20.000000000000004,27.91254535622516,21.123620286039795,80.69639709682347,114.43479043007738,28.758981775790204,26.192930775844214,29.82283215013846,-5.720606935272542,80.63251232497011,35.93784939533322,80.69489334765139,114.44470076625532,0.95923046578915,0.6894502786019384,1.9602124473966227,2.649662725998561,2.762279577743299,0.011253348539202974,35.0,26.934572121012422,26.71091648441489,9.0,35.0,3.0,473.3888367418808,539.4532633445815,478.1870299030312,303.99777054010593,362.9775454956397,539.4667212417535
20.000000000000043,27.912545356225163,21.123620286039227,80.6963970968235,114.43479043007768,28.758981775790208,26.192930775844214,29.822832150138467,-5.720606935272542,80.63251232497011,35.93784939533316,80.69489334765139,114.44470076625532,0.9592304662476772,0.6894502789315066,1.9602124483336167,2.6496627272651234,2.76227957774328,0.011253348544582212,35.0,26.934572121012422,26.71091648441489,9.0,35.0,3.0,473.3888367418808,539.4532633445817,478.1870299030312,303.99777054010696,362.9775454956392,539.4667212417535
30.000000000000004,28.234324920993007,21.718588625552684,82.42720442085155,116.15009815731248,29.06968003489927,26.367423462155045,30.098567559636557,-5.3865821470868696,82.36437384941462,36.198090682094566,82.42570317675522,116.14871848346736,0.9785216171649832,0.7082356716066911,1.8574888351967236,2.5657245068034147,2.622041722733676,0.01133149040553908,35.0,27.27074667990541,26.998183002999095,9.0,35.0,3.0,473.6587452423673,540.5013866369452,477.99984039193487,314.07711101392283,347.1973223059104,540.5006057600431
30.000000000000064,28.234324920993007,21.718588625552684,82.42720442085155,116.15009815731288,29.06968003489927,26.367423462155045,30.098567559636557,-5.3865821470868696,82.36437384941466,36.19809068209486,82.42570317675523,116.14871848346758,0.9785216171649896,0.7082356716066963,1.8574888351967236,2.56572450680342,2.622041722733663,0.01133149040553908,35.0,27.27074667990541,26.998183002999095,9.0,35.0,3.0,473.6587452423673,540.5013866369457,477.99984039193487,314.07711101392283,347.1973223059099,540.5006057600435
40.00000000000001,28.365215780745867,21.459923508645545,83.44923407291337,116.73130636499424,29.20427277132444,26.59430963565381,30.245598340011064,-5.209389452625202,83.38729469040099,36.32883631683001,83.44773997177016,116.84472129086902,0.9913248092769101,0.7106840617779808,1.892733440280242,2.603417502058223,2.626200290454954,0.011373041389646527,35.0,27.368312383448423,27.186247470825208,9.0,35.0,3.0,473.18184577450313,540.5828645396637,478.0943852112623,311.6715810171884,338.7692789233924,540.7274580441763
40.000000000000085,28.365215780745874,21.45992350864441,83.44923407291337,116.73130636499502,29.204272771324444,26.59430963565404,30.245598340011068,-5.209389452625202,83.38729469040102,36.32883631683137,83.44773997177019,116.84472129086951,0.9913248087991744,0.7106840614354835,1.892733439368074,2.6034175008035576,2.626200290454918,0.01137304138416552,35.0,27.368312383448423,27.186247470825208,9.0,35.0,3.0,473.18184577450256,540.5828645396641,478.0943852112625,311.6715810171889,338.76927892339216,540.7274580441767
50.00000000000001,28.75720992778496,21.01654528900661,84.47845910449674,116.11365468077612,29.611696905148197,26.407941434753074,30.67307033725036,-4.697793536460552,84.41606793626771,36.46112477646972,84.4769429389649,116.32734173676482,1.0035088831825285,0.7155366610166601,1.991971600543688,2.707508261560348,2.698041150342142,0.011583290907429345,35.0,27.03814557460305,26.94958853567971,9.0,35.0,3.0,472.1340388221393,539.1380952607499,477.3649198536015,305.39551871682534,332.0106925783729,539.4114790513413
