time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_eva_mid[bar],T_eva_mid[degC],P_eva_out[bar],T_eva_out[degC],P_gc_in[bar],T_gc_in[degC],P_gc_out[bar],T_gc_out[degC],W_comp[kW],Q_cool_s1[kW],Q_cool_s2[kW],Q_cool_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_eva_mid[kJ/kg],h_eva_out[kJ/kg],h_gc_in[kJ/kg],h_gc_out[kJ/kg]
0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.38567104444189,3.5739341948257106,9.0,50.0,3.0,304.81598467427017,304.81598467427017,304.81598467427017,304.81598467427017,304.81598467427017,304.81598467427017
10.000000000000002,28.074382617165163,18.90143339403824,82.30600988144604,111.38581308130722,28.909619101389943,23.9543271841456,29.940262417276188,-5.5780763109424925,82.23488323207334,44.19175072931751,82.30455728074355,108.8469100918216,0.9405058942238719,0.6725664832869241,1.9371624916732864,2.609728974960211,2.7748140559117087,0.011375218278820834,35.0,26.98977967264921,24.754635982420268,9.0,50.0,3.0,470.5552916907525,534.5184886300888,475.3928994060864,305.0961680211573,414.2358475714453,531.2491603993133
10.00000000000002,28.074382617165163,18.90143339403824,82.30600988144606,111.38581308130716,28.909619101389943,23.9543271841456,29.940262417276188,-5.5780763109424925,82.23488323207337,44.19175072931824,82.30455728074358,108.84691009182096,0.9405058937664608,0.6725664829598241,1.937162490731156,2.6097289736909803,2.7748140559117096,0.011375218273288544,35.0,26.98977967264921,24.754635982420268,9.0,50.0,3.0,470.5552916907525,534.5184886300888,475.3928994060864,305.09616802115727,414.2358475714458,531.2491603993133
20.000000000000004,30.18397841533089,24.742347816769385,93.4703613899872,126.28460736164254,31.0511392165809,25.98366390996648,32.188936547832824,-2.924821833591295,93.40231291278654,49.96725225647457,93.46893855872584,126.48069672468336,1.0923671918853173,0.8346610404331986,1.9654194924964417,2.8000805329296403,2.563314381583522,0.011662621853805727,35.0,26.504546657574565,26.362401449201,9.0,50.0,3.0,474.6668290199816,546.5865715168782,475.0193844044165,306.49642986353086,405.02297863507016,546.8391376485424
20.000000000000043,30.183978415330905,24.742347816769207,93.47036138998723,126.28460736164205,31.051139216580918,25.983663909965745,32.188936547832824,-2.924821833591295,93.40231291278656,49.967252256474175,93.46893855872588,126.4806967246829,1.0923671918853173,0.8346610404332093,1.9654194924964308,2.8000805329296403,2.5633143815835218,0.011662621853805727,35.0,26.504546657574565,26.362401449201,9.0,50.0,3.0,474.6668290199816,546.5865715168782,475.0193844044156,306.496429863531,405.02297863506993,546.8391376485424
30.000000000000004,31.999421894206737,27.695177145874997,100.17256078081812,131.0930385674978,32.86769964326768,26.061580755782188,33.95590615091622,-0.9340818505650077,100.10323292048156,51.15426817625541,100.17108924431608,131.22569705696014,1.1646761763690308,0.931169097513406,1.8353361827228367,2.766505280236243,2.375342894761564,0.012228152402053556,35.0,26.81547585613731,26.56347141595052,9.0,50.0,3.0,475.8495735138232,548.8711762685167,472.72156127377485,322.6305154331443,390.50095299677514,549.0443015461316
30.000000000000064,31.999421894206748,27.695177145874823,100.17256078081812,131.09303856749796,32.86769964326768,26.061580755782074,33.95590615091623,-0.9340818505650077,100.1032329204816,51.15426817625639,100.17108924431608,131.22569705696026,1.16467617636904,0.9311690975134129,1.8353361827228327,2.7665052802362458,2.375342894761548,0.012228152402053556,35.0,26.81547585613731,26.56347141595052,9.0,50.0,3.0,475.84957351382286,548.871176268517,472.72156127377457,322.6305154331444,390.50095299677525,549.0443015461316
40.00000000000001,33.009111684449955,28.99234868384559,104.66547048634764,134.11922622056727,33.87967894676002,26.469186268679948,34.95600499862025,0.1590470247526241,104.59616576411052,51.58814343110845,104.66398388305024,134.26082011870784,1.2135300162199822,0.9819433891491939,1.7894772396123642,2.7714206287615584,2.2837676791829518,0.012526392453834348,35.0,27.214409013063573,26.96995403467889,9.0,50.0,3.0,476.12284641842007,550.2591430848108,471.86918422250335,329.01263185058707,379.344029835015,550.4452147956471
40.000000000000085,33.00911168444996,28.99234868384559,104.66547048634769,134.11922622056682,33.87967894676004,26.46918626867955,34.95600499862025,0.1590470247526241,104.59616576411052,51.5881434311072,104.66398388305028,134.26082011870835,1.2135300162199822,0.9819433891491942,1.7894772396123644,2.7714206287615584,2.2837676791829518,0.012526392453834348,35.0,27.214409013063573,26.96995403467889,9.0,50.0,3.0,476.12284641842007,550.2591430848108,471.86918422250335,329.01263185058707,379.34402983501406,550.4452147956475
50.00000000000001,33.86581169765584,29.424477649963592,108.11492628456512,135.45805889417687,34.748479559966256,26.575354200889247,35.83464524652793,1.1005489031038564,108.04510099539296,51.85713068946495,108.11341878383412,135.68993828794373,1.251582140100098,1.01751199520123,1.8346509835032343,2.8521629787044644,2.2788460200273843,0.012837125355117928,35.0,27.19561311741586,27.04454691724567,9.0,50.0,3.0,475.5497439517373,550.0860606332053,470.82283253085086,327.90524524003325,371.1926152313436,550.3927223811824
50.00000000000011,33.86581169765585,29.42447764996456,108.11492628456516,135.45805889417665,34.74847955996627,26.575354200889198,35.83464524652793,1.1005489031038564,108.045100995393,51.85713068946524,108.11341878383416,135.68993828794424,1.2515821401000793,1.0175119952012244,1.8346509835032367,2.8521629787044613,2.278846020027416,0.012837125355117928,35.0,27.19561311741586,27.04454691724567,9.0,50.0,3.0,475.5497439517379,550.0860606332049,470.82283253085086,327.9052452400331,371.192615231342,550.3927223811821
60.00000000000001,34.92657822969409,35.473952925157505,112.021567366534,141.92561490213677,35.82218856942006,26.343328360475535,36.94911315652834,2.270544230607697,111.9526856369528,52.16749284203621,112.02005519571767,140.294242948325,1.2630716059154787,1.1266755334773686,1.8680546073131477,2.994730140790516,2.370989995155441,0.012886714603212508,35.0,26.911992670590507,26.831660291284265,9.0,50.0,3.0,481.58986602021287,556.4698882430072,469.0406583602796,324.0809331835101,363.1732430452868,554.3269575534201
60.00000000000013,34.92657822969408,35.47395292515836,112.02156736653409,141.92561490213677,35.82218856942005,26.343328360476107,36.94911315652834,2.270544230607697,111.95268563695286,52.167492842035415,112.02005519571772,140.29424294832495,1.2630716059154754,1.1266755334773757,1.8680546073131568,2.994730140790532,2.37098999515546,0.012886714603212505,35.0,26.911992670590507,26.831660291284265,9.0,50.0,3.0,481.58986602021383,556.469888243008,469.0406583602799,324.0809331835096,363.1732430452868,554.3269575534206
70.00000000000001,34.67407034658752,39.86752451046971,114.29076466359209,151.74314665094784,35.56036932082647,25.94488968594743,36.73506440745691,2.0478728827598616,114.22749769205336,52.12913375977297,114.28934384184164,151.30132142203064,1.3068306271398265,1.2181943187537947,1.771336765494834,2.989531084248629,2.2876193916510954,0.01228437087550062,35.0,26.59506913957057,26.453456640002745,9.0,50.0,3.0,487.11490531924,568.0574192229981,468.89122413658095,324.69688293287265,357.9131068528189,567.4896388779649
70.00000000000014,34.67407034658752,39.86752451046903,114.29076466359209,151.74314665094766,35.56036932082647,25.94488968594743,36.73506440745691,2.0478728827598616,114.22749769205336,52.12913375977325,114.28934384184166,151.30132142203064,1.3068306284753275,1.2181943199987046,1.771336767305017,2.989531087303722,2.2876193916510754,0.012284370888054397,35.0,26.59506913957057,26.453456640002745,9.0,50.0,3.0,487.11490531923926,568.0574192229981,468.89122413658095,324.69688293287265,357.91310685281934,567.4896388779649
80.00000000000001,34.67979694331927,40.72479252104819,115.11555493045772,153.85201532371116,35.559271023717514,25.95009234048615,36.72665137421621,2.0391013115765872,115.05331184992797,52.08601394814883,115.11415172458032,153.76093109387057,1.319024615145389,1.2367541316105846,1.7092259708463615,2.9459801024569465,2.233453469048587,0.012188942575402166,35.0,26.691781450425765,26.471962612946182,9.0,50.0,3.0,488.11533389141954,570.3647464918015,468.89949436185793,328.6719101991713,355.97428002245067,570.2485920656353
