time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_gc_mid[bar],T_gc_mid[degC],P_gc_out[bar],T_gc_out[degC],P_eva_in[bar],T_eva_in[degC],P_eva_out[bar],T_eva_out[degC],W_comp[kW],Q_heat_s1[kW],Q_heat_s2[kW],Q_heat_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_gc_mid[kJ/kg],h_gc_out[kJ/kg],h_eva_in[kJ/kg],h_eva_out[kJ/kg]
0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3021614444116949,0.0456745497617134,6.0,5.0,2.5,248.26707489586505,248.26707489586505,248.26707489586505,248.26707489586505,248.26707489586505,248.26707489586505
10.000000000000002,24.93366936382723,-10.030564479117745,75.96902327344647,78.84141359741352,75.86241771347186,32.14315480269562,75.66541133589905,11.657411937503014,25.66593937258516,-0.0569036529490745,25.497465187291848,4.6772506026446194,0.8558888188439585,1.9359741060817417,1.222432598810413,3.1584067048921547,3.690206759749692,0.0116710859497537,5.0,13.666081631055365,29.45679564535249,6.0,5.0,2.5,439.0005148216768,495.4379210350512,329.5601171686009,224.8198552878116,450.9691999443163,457.2326071042221
10.00000000000002,24.933669363827228,-10.030564479117402,75.96902327344654,78.84141359741392,75.86241771347194,32.143154802695506,75.66541133589912,11.657411937503184,25.665939372585143,-0.0569036529491313,25.497465187291844,4.677250602645358,0.8558888188439614,1.9359741060817528,1.2224325988104272,3.1584067048921804,3.690206759749709,0.0116710859497537,5.0,13.66608163105542,29.45679564535249,6.0,5.0,2.5,439.0005148216768,495.43792103505126,329.56011716860024,224.81985528780973,450.9691999443162,457.2326071042221
20.000000000000004,23.828082348663248,-13.438951618771512,88.7747926279592,94.27705769775012,88.66506102699155,40.68598794017863,88.43698306470237,9.392100716849145,24.520670281758427,-12.63547042959317,24.32392192787128,4.934518696529324,1.030346486724939,1.598899765349989,1.5785609712895623,3.177460736639551,3.0838759364720434,0.0110008218025934,5.0,21.385015971339328,40.791137343606295,6.0,5.0,2.5,436.6656413036641,506.5218286233106,361.1781630279781,217.68334058503905,391.64835521892047,459.4449158339958
20.000000000000043,23.82808234866325,-13.438951618771512,88.77479262795921,94.27705769775012,88.66506102699158,40.685987940179245,88.4369830647024,9.392100716849145,24.52067028175843,-12.63547042959317,24.32392192787128,4.934518696529324,1.0303464867249392,1.5988997653499817,1.5785609712895912,3.1774607366395724,3.083875936472064,0.0110008218025934,5.0,21.385015971339328,40.791137343606295,6.0,5.0,2.5,436.6656413036641,506.5218286233106,361.1781630279788,217.6833405850372,391.6483552189203,459.4449158339958
30.000000000000004,25.376147169356205,-11.449960663142292,91.06780372759948,93.27534096833972,90.94519508121644,44.44410271028829,90.70558598780052,10.671637810853667,26.125558912435345,-10.435307815399028,25.90915897642749,4.916908441853025,1.064079324643613,1.4272529361267774,1.92565753119984,3.352910467326617,3.1509967252202657,0.0118648248148271,5.0,26.752466512359888,45.53323998487116,6.0,5.0,2.5,435.820529165424,503.13991120864966,382.8471164643752,220.54741450894497,326.47604191975665,456.8506930371034
30.000000000000064,25.37614716935621,-11.449960663142292,91.06780372759948,93.27534096833936,90.94519508121644,44.44410271028852,90.70558598780056,10.671637810850257,26.125558912435352,-10.435307815399028,25.90915897642751,4.916908441852229,1.064079323442756,1.4272529345160612,1.925657529026678,3.352910463542739,3.1509967252202835,0.0118648248014372,5.0,26.752466512359888,45.53323998487116,6.0,5.0,2.5,435.8205291654239,503.1399112086492,382.84711646437535,220.54741450894403,326.4760419197558,456.8506930371025
40.00000000000001,27.37656257618879,-8.788142862472284,94.39783859463462,92.47729026503754,94.26113295451808,47.91619124074782,94.0043925177012,13.674717197538598,28.17682922096777,-7.763236604498785,27.95395160280127,4.792536442323466,1.1006598515809234,1.391154477454,2.1306896162857285,3.5218440937397286,3.19975702637028,0.012969650722767,5.0,30.63703929890835,49.16117681546922,6.0,5.0,2.5,434.97388886743806,499.09324491924616,391.83095180198006,227.54822269613783,296.74201602999267,453.21633985242846
40.000000000000085,27.3765625761888,-8.788142862472228,94.39783859463464,92.47729026503754,94.26113295451812,47.91619124074754,94.0043925177012,13.674717197537632,28.1768292209678,-7.763236604498729,27.95395160280129,4.792536442324433,1.10065985158092,1.391154477453991,2.130689616285733,3.521844093739724,3.1997570263702846,0.012969650722767,5.0,30.63703929890835,49.16117681546922,6.0,5.0,2.5,434.97388886743806,499.09324491924593,391.8309518019806,227.54822269613803,296.7420160299918,453.2163398524296
50.00000000000001,29.204700367462173,-6.477737560115656,99.4754301386092,94.05490159232818,99.32879022278814,51.40877818308826,99.0525660652832,16.791568358826453,30.03552022209948,-5.4627591824116735,29.814162423532167,4.532176021733108,1.1537454502416455,1.431768397651045,2.217626487673896,3.649394885324941,3.1630849634645104,0.0139053860605925,5.0,33.48089457802371,52.672596699782325,6.0,5.0,2.5,434.3529704479268,497.1638373877993,394.198814236904,234.71913650551105,285.2781776725828,449.5189885541921
