time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_eva_mid[bar],T_eva_mid[degC],P_eva_out[bar],T_eva_out[degC],P_gc_in[bar],T_gc_in[degC],P_gc_out[bar],T_gc_out[degC],W_comp[kW],Q_cool_s1[kW],Q_cool_s2[kW],Q_cool_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_eva_mid[kJ/kg],h_eva_out[kJ/kg],h_gc_in[kJ/kg],h_gc_out[kJ/kg]
0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,34.80916112064982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.521971406329612,1.3264565922616498,9.0,25.0,3.0,268.8303148152851,268.8303148152851,268.8303148152851,268.8303148152851,268.8303148152851,268.8303148152851
10.000000000000002,27.334430263202844,10.61710424409614,68.2984875257404,85.45254211411373,28.210247882581363,11.514085848305626,29.08379758041518,-6.627202777803632,68.21516635901291,27.611395430337662,68.29658678340189,83.46417127918171,0.7897892107427759,0.6260354897352625,2.302042083971302,2.9280775737065645,3.707416528206032,0.012517234100677736,25.0,14.090526691698642,12.104218793799532,9.0,25.0,3.0,461.62932371851474,511.3979822350544,461.3840986007005,277.47429349074736,314.02448315550623,508.7803004899103
10.00000000000002,27.33443026320284,10.617104244097106,68.2984875257404,85.45254211411388,28.21024788258136,11.514085848305342,29.083797580415176,-6.627202777803632,68.21516635901291,27.611395430337662,68.29658678340189,83.46417127918171,0.7897892107427795,0.626035489735271,2.3020420839712985,2.9280775737065694,3.707416528206021,0.012517234100677736,25.0,14.090526691698642,12.104218793799587,9.0,25.0,3.0,461.62932371851497,511.3979822350548,461.3840986007002,277.4742934907474,314.02448315550606,508.7803004899103
20.000000000000004,25.661251537774127,12.073837918872355,69.055611985549,95.71800278779561,26.518494952365874,12.808603702453413,27.53318127978937,-8.585844857511802,68.9871224639226,28.103292632449953,69.05399542494874,95.38016033103024,0.8283369519047414,0.6520574185115944,2.2584769198702888,2.910534338381883,3.5137081977197533,0.011152195681918334,25.0,13.144568477522682,13.11799742760337,9.0,25.0,3.0,465.8973609158885,523.9840747083805,465.5151025786311,263.00099824560897,296.10430477184434,523.5590145204412
20.000000000000043,25.661251537774127,12.073837918872355,69.055611985549,95.71800278779561,26.518494952365874,12.808603702453413,27.53318127978937,-8.585844857511802,68.9871224639226,28.103292632449953,69.05399542494874,95.38016033103024,0.8283369519047414,0.6520574185115944,2.2584769198702888,2.910534338381883,3.5137081977197533,0.011152195681918334,25.0,13.144568477522682,13.11799742760337,9.0,25.0,3.0,465.8973609158885,523.9840747083805,465.5151025786311,263.00099824560897,296.1043047718443,523.5590145204412
30.000000000000004,25.617596727635533,12.477679143626233,69.63385028164043,97.4364087165309,26.473627162854545,12.275872623985094,27.50353312851063,-8.62407566768644,69.56841558140374,28.470026903453856,69.63226760261668,97.42188626377613,0.8377747735972159,0.6708497211526333,2.2240312832818883,2.894881004434521,3.455440645466747,0.011038685753072298,25.0,12.698033625767891,12.641513952768603,9.0,25.0,3.0,466.43640594670205,525.716930223586,464.94432231001065,263.4682287756972,292.6833907473552,525.6998391617745
30.000000000000064,25.617596727635533,12.477679143626233,69.63385028164043,97.4364087165309,26.473627162854545,12.275872623985094,27.50353312851063,-8.62407566768644,69.56841558140374,28.470026903453856,69.63226760261668,97.42188626377613,0.8377747735972159,0.6708497211526333,2.2240312832818883,2.894881004434521,3.455440645466747,0.011038685753072298,25.0,12.698033625767891,12.641513952768603,9.0,25.0,3.0,466.43640594670205,525.716930223586,464.94432231001065,263.4682287756972,292.6833907473552,525.6998391617745
40.00000000000001,25.71516776462004,12.362690519335786,70.38635041234417,98.02840274543068,26.571049837161556,12.172774272796405,27.603035375098496,-8.495889587394117,70.32218230566755,28.0367122240246,70.38477470887152,98.07709958027421,0.8473043040552836,0.6776729456658127,2.216015903067287,2.8936888487330994,3.4151707183400504,0.011067653571479291,25.0,12.678806322439756,12.527953656450675,9.0,25.0,3.0,466.1594051498056,525.9065523457258,464.6765055892808,264.4519603633774,286.1383904521781,525.9690846431278
40.000000000000085,25.71516776462004,12.362690519335786,70.38635041234417,98.02840274543068,26.571049837161556,12.172774272796405,27.603035375098496,-8.495889587394117,70.32218230566755,28.036712224023404,70.38477470887152,98.07709958027421,0.8473043040552836,0.6776729456658127,2.216015903067287,2.8936888487330994,3.4151707183400504,0.011067653571479291,25.0,12.678806322439756,12.527953656450675,9.0,25.0,3.0,466.1594051498056,525.9065523457258,464.6765055892808,264.4519603633774,286.13839045217924,525.9690846431278
50.00000000000001,25.876725404772912,12.056564780281631,71.51422314057098,98.64265412698172,26.735386690800485,12.152860715822214,27.77512417334843,-8.274991493419975,71.45173404051016,28.02869430388148,71.51265800855515,98.74147300136752,0.8604752012560214,0.6835744201247336,2.2335528986672646,2.917127318791999,3.39013525844082,0.011125240837730517,25.0,12.613626263766887,12.483282186207193,9.0,25.0,3.0,465.5618026804908,525.8519035423383,464.40834199655706,263.64388833256817,283.9474030449893,525.9781320677516
