时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,2.7842649344434773e+002,2.7842649344434773e+002,2.7842649344434773e+002,2.7842649344434773e+002,2.7842649344434773e+002,2.7842649344434773e+002
1.0000000000000002e+001,1.9402208429751916e+001,-1.3358031198883680e+001,5.4695372777847624e+001,6.8882330367773591e+001,5.4569302247488139e+001,1.7989939888418917e+001,5.4361265435308113e+001,1.1435744803816249e+001,2.0042160380500228e+001,-1.6117008906013041e+001,1.9887060374365326e+001,-1.9536655034490138e+001,6.7269042079685293e-001,9.7494928474838383e-001,1.5853101100008113e+000,2.5602593947491954e+000,3.8059994844528537e+000,9.3384637685888540e-003,0.0000000000000000e+000,1.1900929086525480e+001,1.7353201006328050e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4606336797996227e+002,5.0207470949673143e+002,3.9767324594683220e+002,2.2791190732781763e+002,4.4136834852428154e+002,4.3731788402156678e+002
1.0000000000000021e+001,1.9402208429751909e+001,-1.3358031198884646e+001,5.4695372777847631e+001,6.8882330367773534e+001,5.4569302247488146e+001,1.7989939888418917e+001,5.4361265435308120e+001,1.1435744803816590e+001,2.0042160380500228e+001,-1.6117008906013041e+001,1.9887060374365326e+001,-1.9536655034490963e+001,6.7269042042918825e-001,9.7494928421551041e-001,1.5853101091343460e+000,2.5602593933498565e+000,3.8059994844528426e+000,9.3384637634848448e-003,0.0000000000000000e+000,1.1900929086525423e+001,1.7353201006327993e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4606336797996227e+002,5.0207470949673137e+002,3.9767324594683294e+002,2.2791190732781857e+002,4.4136834852428154e+002,4.3731788402156656e+002
2.0000000000000004e+001,1.8000752987208411e+001,-2.2136512757605942e+001,5.8467832336071247e+001,7.0035501274469596e+001,5.8356679766440685e+001,2.2425133396079616e+001,5.8137257550487476e+001,9.6600403012782863e+000,1.8585399120689789e+001,-2.1829737150324434e+001,1.8438526799177644e+001,-2.2083121513491449e+001,7.1379136162623702e-001,7.5529636587722515e-001,1.6918012185643088e+000,2.4470975844415337e+000,3.4283093295865759e+000,8.8093243968039182e-003,0.0000000000000000e+000,1.4532129449072386e+001,2.1499960275984790e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3820210847016097e+002,4.9998922606881172e+002,4.1425094105898148e+002,2.2220429339799790e+002,3.1502399301080374e+002,4.3548995903387788e+002
2.0000000000000043e+001,1.8000752987208411e+001,-2.2136512757605914e+001,5.8467832336071247e+001,7.0035501274469596e+001,5.8356679766440685e+001,2.2425133396079616e+001,5.8137257550487476e+001,9.6600403012782863e+000,1.8585399120689782e+001,-2.1829737150324462e+001,1.8438526799177637e+001,-2.2083121513491477e+001,7.1379136162623646e-001,7.5529636587722515e-001,1.6918012185643088e+000,2.4470975844415337e+000,3.4283093295865785e+000,8.8093243968039182e-003,0.0000000000000000e+000,1.4532129449072386e+001,2.1499960275984790e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3820210847016102e+002,4.9998922606881172e+002,4.1425094105898148e+002,2.2220429339799790e+002,3.1502399301080317e+002,4.3548995903387765e+002
3.0000000000000004e+001,1.7439334424464370e+001,-2.3524230126251439e+001,5.7886565717261277e+001,7.0290846995326433e+001,5.7778223928734690e+001,2.2890040814596546e+001,5.7547657589504652e+001,1.1400876224030924e+001,1.8042485133875527e+001,-2.2773845901686371e+001,1.7865016655629187e+001,-2.3086983707524752e+001,7.0885349872684100e-001,7.0696973707638566e-001,1.6282765228790732e+000,2.3352462599554586e+000,3.2943990036724831e+000,8.5314895478229603e-003,0.0000000000000000e+000,1.5052181394240563e+001,2.2066969869212585e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3772318521126391e+002,5.0087400969191617e+002,4.1800808890358348e+002,2.2715319612643978e+002,2.7472103200629647e+002,3.7914619478602350e+002
3.0000000000000064e+001,1.7439334424464370e+001,-2.3524230126251439e+001,5.7886565717261270e+001,7.0290846995325865e+001,5.7778223928734683e+001,2.2890040814596375e+001,5.7547657589504638e+001,1.1400876224032459e+001,1.8042485133875527e+001,-2.2773845901686371e+001,1.7865016655629187e+001,-2.3086983707524752e+001,7.0885349872684100e-001,7.0696973707638378e-001,1.6282765228790614e+000,2.3352462599554453e+000,3.2943990036724640e+000,8.5314895478229603e-003,0.0000000000000000e+000,1.5052181394240563e+001,2.2066969869212585e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3772318521126391e+002,5.0087400969191617e+002,4.1800808890358371e+002,2.2715319612644140e+002,2.7472103200629641e+002,3.7914619478602350e+002
4.0000000000000007e+001,1.7380814627680479e+001,-2.3695852271586602e+001,5.6722514428116952e+001,6.8555839604946129e+001,5.6611990240090684e+001,2.2588582593739602e+001,5.6368045431150698e+001,1.4237796995017504e+001,1.7988838431978110e+001,-2.2868262861915667e+001,1.7810263355990681e+001,-2.3184055833001651e+001,6.9684878267105466e-001,6.7314409517554052e-001,1.5836349735292414e+000,2.2567790687047822e+000,3.2385492015275399e+000,8.5523195561380255e-003,0.0000000000000000e+000,1.4938449806926144e+001,2.1789992385295477e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3764129267739196e+002,4.9973050681191859e+002,4.2102155647897376e+002,2.3585132714713572e+002,2.7780192883545635e+002,3.8318060254003444e+002
4.0000000000000085e+001,1.7380814627680479e+001,-2.3695852271586602e+001,5.6722514428116952e+001,6.8555839604946129e+001,5.6611990240090670e+001,2.2588582593739716e+001,5.6368045431150684e+001,1.4237796995018357e+001,1.7988838431978110e+001,-2.2868262861915667e+001,1.7810263355990681e+001,-2.3184055833001651e+001,6.9684878267105466e-001,6.7314409517554252e-001,1.5836349735292456e+000,2.2567790687047884e+000,3.2385492015275488e+000,8.5523195561380255e-003,0.0000000000000000e+000,1.4938449806926144e+001,2.1789992385295420e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3764129267739196e+002,4.9973050681191859e+002,4.2102155647897354e+002,2.3585132714713501e+002,2.7780192883545641e+002,3.8318060254003450e+002
5.0000000000000007e+001,1.7408537672657573e+001,-2.3658238288056708e+001,5.5764020821016061e+001,6.6903950328149449e+001,5.5650310700617474e+001,2.2115204064564182e+001,5.5389614737898533e+001,1.6971053964549299e+001,1.8018098154823615e+001,-2.2816741371120173e+001,1.7843178486793025e+001,-2.3125674777204978e+001,6.8704584552158610e-001,6.5357947710365272e-001,1.5302899565418535e+000,2.1838694336455062e+000,3.1786371286294197e+000,8.6222046128463861e-003,0.0000000000000000e+000,1.4611028715877012e+001,2.1333541727017291e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3762610519056375e+002,4.9851370993025290e+002,4.2271181163966116e+002,2.4522936657429523e+002,2.8691865457903816e+002,3.9325171530560829e+002
