时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,2.5048467920090053e+002,2.5048467920090053e+002,2.5048467920090053e+002,2.5048467920090053e+002,2.5048467920090053e+002,2.5048467920090053e+002
1.0000000000000002e+001,1.9907865889512685e+001,-1.5970223172019416e+001,6.1924619133454136e+001,7.4075876942794707e+001,6.1811636143764190e+001,2.3319889250269171e+001,6.1635660375565713e+001,9.0634920535428591e+000,2.0534858537126279e+001,-1.8598242357978023e+001,2.0379543772547308e+001,-1.8847223562682132e+001,7.4547948789113139e-001,1.5114272340242940e+000,1.1675490051331707e+000,2.6789762391574650e+000,3.5936283729763714e+000,9.5000905908340528e-003,0.0000000000000000e+000,9.1295512838755144e+000,1.8928951665633690e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4183345673574314e+002,5.0204905343966624e+002,3.4295296697891604e+002,2.2005424364888233e+002,4.3064144826008021e+002,4.1283716060694002e+002
1.0000000000000021e+001,1.9907865889512678e+001,-1.5970223172020269e+001,6.1924619133454158e+001,7.4075876942793514e+001,6.1811636143764204e+001,2.3319889250269171e+001,6.1635660375565742e+001,9.0634920535455308e+000,2.0534858537126279e+001,-1.8598242357978023e+001,2.0379543772547304e+001,-1.8847223562682132e+001,7.4547948789111951e-001,1.5114272340242780e+000,1.1675490051331470e+000,2.6789762391574250e+000,3.5936283729763749e+000,9.5000905908340545e-003,0.0000000000000000e+000,9.1295512838755144e+000,1.8928951665633690e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4183345673574314e+002,5.0204905343966527e+002,3.4295296697891678e+002,2.2005424364888560e+002,4.3064144826007964e+002,4.1283716060694024e+002
2.0000000000000004e+001,1.7912083509673796e+001,-2.2455912003906604e+001,6.3641480780290863e+001,7.7729127418813107e+001,6.3541033307235416e+001,2.4516222999471154e+001,6.3352974061310789e+001,5.3255180265180684e+000,1.8493955298005730e+001,-2.1987321234566053e+001,1.8326604314424294e+001,-2.2277205128646017e+001,7.6627253844428589e-001,1.1167864255662379e+000,1.4089224515528185e+000,2.5257088771190563e+000,3.2960973418763531e+000,8.5614444578504829e-003,0.0000000000000000e+000,1.2373745029395707e+001,2.3104064420651241e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3800029916489569e+002,5.0529584053354534e+002,3.7485214834300712e+002,2.1028617370062113e+002,2.7961371481680783e+002,3.6896813787734635e+002
2.0000000000000043e+001,1.7912083509673788e+001,-2.2455912003906434e+001,6.3641480780290863e+001,7.7729127418813107e+001,6.3541033307235402e+001,2.4516222999471154e+001,6.3352974061310782e+001,5.3255180265167610e+000,1.8493955298005726e+001,-2.1987321234566053e+001,1.8326604314424291e+001,-2.2277205128646017e+001,7.6627253901762338e-001,1.1167864264018386e+000,1.4089224526069810e+000,2.5257088790088194e+000,3.2960973418763362e+000,8.5614444642562910e-003,0.0000000000000000e+000,1.2373745029395707e+001,2.3104064420651241e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3800029916489569e+002,5.0529584053354534e+002,3.7485214834300672e+002,2.1028617370062256e+002,2.7961371481680771e+002,3.6896813787734635e+002
3.0000000000000004e+001,1.7385060476012196e+001,-2.3624787355649431e+001,6.1216131681214364e+001,7.5639647668353291e+001,6.1115963594167674e+001,2.2830666719153839e+001,6.0922455428086757e+001,5.1542784365238390e+000,1.7977960670052248e+001,-2.2887432371479349e+001,1.7795712436580889e+001,-2.3209889255462315e+001,7.4325690967706914e-001,8.8571678009324439e-001,1.5743601614276308e+000,2.4600769415208754e+000,3.3098608428540968e+000,8.3497867437088841e-003,0.0000000000000000e+000,1.4095481279020760e+001,2.3161661987948776e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3771954381157548e+002,5.0474748199075691e+002,3.9867090695001298e+002,2.1011996430302543e+002,2.5747217764693266e+002,3.6030290271956818e+002
3.0000000000000064e+001,1.7385060476012196e+001,-2.3624787355649431e+001,6.1216131681214343e+001,7.5639647668352779e+001,6.1115963594167667e+001,2.2830666719153839e+001,6.0922455428086749e+001,5.1542784365228158e+000,1.7977960670052248e+001,-2.2887432371479349e+001,1.7795712436580889e+001,-2.3209889255462315e+001,7.4325690911373421e-001,8.8571677942193194e-001,1.5743601602343873e+000,2.4600769396563194e+000,3.3098608428541025e+000,8.3497867373803509e-003,0.0000000000000000e+000,1.4095481279020760e+001,2.3161661987948776e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3771954381157548e+002,5.0474748199075691e+002,3.9867090695001338e+002,2.1011996430302494e+002,2.5747217764693266e+002,3.6030290271956818e+002
4.0000000000000007e+001,1.7296757519106894e+001,-2.3831996195000983e+001,5.9809504827682503e+001,7.3719397866679060e+001,5.9707751304155543e+001,2.3526980539821068e+001,5.9506560127527131e+001,6.9622253062003665e+000,1.7897550686988801e+001,-2.3029406539636227e+001,1.7710799838817032e+001,-2.3360956421072274e+001,7.2859294459864710e-001,7.5641128000266955e-001,1.6548282356506017e+000,2.4112395156532713e+000,3.3094466993247202e+000,8.3529493205073500e-003,0.0000000000000000e+000,1.4839629004061976e+001,2.2578996611613377e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3766020901798663e+002,5.0353418983267966e+002,4.1297799812377008e+002,2.1486495180277444e+002,2.5641920878735857e+002,3.6027379332496207e+002
4.0000000000000085e+001,1.7296757519106894e+001,-2.3831996195000983e+001,5.9809504827682495e+001,7.3719397866679060e+001,5.9707751304155536e+001,2.3526980539820727e+001,5.9506560127527131e+001,6.9622253062005939e+000,1.7897550686988801e+001,-2.3029406539636227e+001,1.7710799838817032e+001,-2.3360956421072274e+001,7.2859294405682806e-001,7.5641127944016961e-001,1.6548282344199727e+000,2.4112395138601421e+000,3.3094466993247091e+000,8.3529493142956695e-003,0.0000000000000000e+000,1.4839629004061976e+001,2.2578996611613377e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3766020901798663e+002,5.0353418983267966e+002,4.1297799812376934e+002,2.1486495180277538e+002,2.5641920878735863e+002,3.6027379332496213e+002
5.0000000000000007e+001,1.7299148183832088e+001,-2.3837249897708205e+001,5.8200637189348605e+001,7.1183234704596885e+001,5.8094953636703316e+001,2.3076326619023121e+001,5.7875745736133219e+001,9.7832330387217894e+000,1.7905580072083072e+001,-2.3015208347464721e+001,1.7719897604630226e+001,-2.3344744876838689e+001,7.1218156628608587e-001,7.1001427623847646e-001,1.6428676010932577e+000,2.3528818773317344e+000,3.3037668885501219e+000,8.4286790760317361e-003,0.0000000000000000e+000,1.5002423234710534e+001,2.2226009084409839e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3764842576980254e+002,5.0173645369517266e+002,4.1749854763258298e+002,2.2258454197717631e+002,2.6261946364347301e+002,3.6720062625421485e+002
