时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,3.7586461490867651e+002,3.7586461490867651e+002,3.7586461490867651e+002,3.7586461490867651e+002,3.7586461490867651e+002,3.7586461490867651e+002
1.0000000000000002e+001,1.7275077314388678e+001,-3.1427084587281797e+000,4.9367246308721327e+001,8.3087780601655595e+001,4.9255445373649650e+001,1.6455845129295938e+001,4.9006240252867897e+001,1.3504105220122938e+001,1.7814752463051054e+001,-1.3437369544547209e+001,1.7692059223248361e+001,-1.9818830550440879e+001,6.1681187288129657e-001,7.4214700955644786e-001,1.3068963333521730e+000,2.0490433429086208e+000,3.3219907608732955e+000,7.6633445268730269e-003,0.0000000000000000e+000,1.0582023455556850e+001,1.5318798149449321e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.6132650048901803e+002,5.2380258852416500e+002,4.2695884008587370e+002,2.5642020271034090e+002,4.4897427778841848e+002,4.4169981069534225e+002
1.0000000000000021e+001,1.7275077314388671e+001,-3.1427084587281797e+000,4.9367246308721334e+001,8.3087780601655595e+001,4.9255445373649657e+001,1.6455845129295938e+001,4.9006240252867904e+001,1.3504105220122938e+001,1.7814752463051050e+001,-1.3437369544547607e+001,1.7692059223248354e+001,-1.9818830550440481e+001,6.1681187288129657e-001,7.4214700955644786e-001,1.3068963333521824e+000,2.0490433429086301e+000,3.3219907608733106e+000,7.6633445268730269e-003,0.0000000000000000e+000,1.0582023455556850e+001,1.5318798149449321e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.6132650048901803e+002,5.2380258852416500e+002,4.2695884008587370e+002,2.5642020271033971e+002,4.4897427778841848e+002,4.4169981069534225e+002
2.0000000000000004e+001,1.6469070166071941e+001,-1.8997054878528701e+001,5.1157269386894249e+001,7.1387211825752331e+001,5.1051573009382025e+001,1.8780939969200688e+001,5.0820339796858889e+001,1.5008075831028066e+001,1.7031500362253770e+001,-1.7249718801595861e+001,1.6880952057387240e+001,-2.0070983916479122e+001,6.4445854705458838e-001,6.3208968269274324e-001,1.3282534324994417e+000,1.9603431151921851e+000,3.0418451646761007e+000,7.8147781047436631e-003,0.0000000000000000e+000,1.1847204639708025e+001,1.7989609462416468e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4513367111840228e+002,5.0842795119353184e+002,4.2754405734259097e+002,2.5757717988343751e+002,4.4605396262501432e+002,4.4306394635296908e+002
2.0000000000000043e+001,1.6469070166071933e+001,-1.8997054878528672e+001,5.1157269386894249e+001,7.1387211825751933e+001,5.1051573009382032e+001,1.8780939969200688e+001,5.0820339796858889e+001,1.5008075831028066e+001,1.7031500362253762e+001,-1.7249718801595066e+001,1.6880952057387233e+001,-2.0070983916479520e+001,6.4445854659811475e-001,6.3208968224502982e-001,1.3282534315586436e+000,1.9603431138036735e+000,3.0418451646761171e+000,7.8147780992084675e-003,0.0000000000000000e+000,1.1847204639708082e+001,1.7989609462416581e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4513367111840228e+002,5.0842795119353138e+002,4.2754405734259120e+002,2.5757717988343751e+002,4.4605396262501432e+002,4.4306394635296863e+002
3.0000000000000004e+001,1.5750498850702595e+001,-2.5937200817552991e+001,5.1784451828300519e+001,6.6422069656468864e+001,5.1683038264430216e+001,1.8962679339185172e+001,5.1449650784289560e+001,1.5520213969461622e+001,1.6296002375831975e+001,-2.5960157611578978e+001,1.6146909379176527e+001,-2.0078766191426610e+001,6.4089291937856419e-001,5.8304241728582362e-001,1.2666720236159041e+000,1.8497144409017277e+000,2.8861520933875910e+000,7.7188951747945494e-003,0.0000000000000000e+000,1.2298850296015701e+001,1.8189343504687542e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3852321677936698e+002,5.0172179624460688e+002,4.2618735717232835e+002,2.6208718545965593e+002,4.3191897092818846e+002,4.4452539435490962e+002
3.0000000000000064e+001,1.5750498850702593e+001,-2.5937200817551826e+001,5.1784451828300519e+001,6.6422069656468864e+001,5.1683038264430216e+001,1.8962679339185172e+001,5.1449650784289560e+001,1.5520213969461622e+001,1.6296002375831968e+001,-2.5960157611579007e+001,1.6146909379176524e+001,-2.0078766191426638e+001,6.4089291937856419e-001,5.8304241728582362e-001,1.2666720236159041e+000,1.8497144409017277e+000,2.8861520933875910e+000,7.7188951747945494e-003,0.0000000000000000e+000,1.2298850296015701e+001,1.8189343504687542e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3852321677936698e+002,5.0172179624460688e+002,4.2618735717232835e+002,2.6208718545965593e+002,4.3191897092818812e+002,4.4452539435490962e+002
4.0000000000000007e+001,1.5658661910038912e+001,-2.6874358307855005e+001,5.1829319199904496e+001,6.5821486528803177e+001,5.1728453486197473e+001,1.8908815322309806e+001,5.1494032053369828e+001,1.5556149745272194e+001,1.6207712342728637e+001,-2.6127782061245426e+001,1.6054667650153796e+001,-2.0066022095444282e+001,6.4151030363577011e-001,5.7791145547018696e-001,1.2496387441214785e+000,1.8275501995916654e+000,2.8488243902459476e+000,7.7045088085033967e-003,0.0000000000000000e+000,1.2336558887397246e+001,1.8106966255841598e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3761307815210932e+002,5.0092613376593960e+002,4.2591662052710063e+002,2.6372084981914020e+002,3.7402294019891093e+002,4.4472225975904172e+002
4.0000000000000085e+001,1.5658661910038916e+001,-2.6874358307855005e+001,5.1829319199904496e+001,6.5821486528803177e+001,5.1728453486197473e+001,1.8908815322309806e+001,5.1494032053369828e+001,1.5556149745272194e+001,1.6207712342728637e+001,-2.6127782061245426e+001,1.6054667650153796e+001,-2.0066022095444282e+001,6.4151030363577000e-001,5.7791145547018696e-001,1.2496387441214785e+000,1.8275501995916654e+000,2.8488243902459480e+000,7.7045088085033967e-003,0.0000000000000000e+000,1.2336558887397246e+001,1.8106966255841598e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3761307815210932e+002,5.0092613376593960e+002,4.2591662052710063e+002,2.6372084981914020e+002,3.7402294019891076e+002,4.4472225975904172e+002
5.0000000000000007e+001,1.5827585836392670e+001,-2.6613816885627386e+001,5.1964193570403523e+001,6.5371567880573991e+001,5.1861596577815519e+001,1.8965213883805234e+001,5.1623300278822363e+001,1.5660684507365886e+001,1.6382541407115337e+001,-2.5796500281532218e+001,1.6228522655689329e+001,-2.0071554798418106e+001,6.4282513854690759e-001,5.8214308258920577e-001,1.2603895223439485e+000,1.8425326049331543e+000,2.8663045273838539e+000,7.8076375593287145e-003,0.0000000000000000e+000,1.2423710540595948e+001,1.8173705468024536e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3754877332062370e+002,5.0023081752186283e+002,4.2567009692416423e+002,2.6423976505149540e+002,3.6239967666146111e+002,4.4437195191489627e+002
