时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,2.9282076138794179e+002,2.9282076138794179e+002,2.9282076138794179e+002,2.9282076138794179e+002,2.9282076138794179e+002,2.9282076138794179e+002
1.0000000000000002e+001,1.9185561222625548e+001,-1.1741247071026464e+001,5.2949023404194058e+001,6.9275739166619132e+001,5.2821143144786909e+001,1.6619871166672169e+001,5.2593620663398042e+001,1.2667158689851021e+001,1.9813349153215537e+001,-1.5236655009664219e+001,1.9667263952043623e+001,-1.9686573996883737e+001,6.5634160057229263e-001,8.8668990282210070e-001,1.6099236641618555e+000,2.4966135669839562e+000,3.8038325847501526e+000,9.1720761451711454e-003,0.0000000000000000e+000,1.1752891553635720e+001,1.6749016388634345e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4840879118250638e+002,5.0419844749982855e+002,4.0752568892390684e+002,2.3200123418969298e+002,4.4294481478557850e+002,4.3761528357981689e+002
1.0000000000000021e+001,1.9185561222625541e+001,-1.1741247071026010e+001,5.2949023404194065e+001,6.9275739166617939e+001,5.2821143144786930e+001,1.6619871166672169e+001,5.2593620663398063e+001,1.2667158689851306e+001,1.9813349153215530e+001,-1.5236655009664219e+001,1.9667263952043616e+001,-1.9686573996883709e+001,6.5634160057228663e-001,8.8668990282209548e-001,1.6099236641618619e+000,2.4966135669839575e+000,3.8038325847501895e+000,9.1720761451711454e-003,0.0000000000000000e+000,1.1752891553635720e+001,1.6749016388634345e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4840879118250632e+002,5.0419844749982798e+002,4.0752568892390684e+002,2.3200123418969227e+002,4.4294481478557850e+002,4.3761528357981712e+002
2.0000000000000004e+001,1.7936023482532676e+001,-2.2056706186695806e+001,5.6606468749793692e+001,6.7615902870422531e+001,5.6491637664701329e+001,2.1548331926152628e+001,5.6253907934384252e+001,1.2154243287959389e+001,1.8533139321925990e+001,-2.1919724717830178e+001,1.8379645848835793e+001,-2.0116393246912935e+001,6.9511077751003925e-001,7.1144461597661446e-001,1.6682107410042564e+000,2.3796553569808707e+000,3.4234188764919593e+000,8.8454864249919579e-003,0.0000000000000000e+000,1.4337183053163983e+001,2.0797694228769444e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3844360088933166e+002,4.9862082625003825e+002,4.1819058400055548e+002,2.2959601035552578e+002,3.4595053268962488e+002,4.3988656594400089e+002
2.0000000000000043e+001,1.7936023482532672e+001,-2.2056706186696829e+001,5.6606468749793692e+001,6.7615902870422531e+001,5.6491637664701329e+001,2.1548331926152628e+001,5.6253907934384252e+001,1.2154243287959389e+001,1.8533139321925983e+001,-2.1919724717830178e+001,1.8379645848835789e+001,-2.0116393246912935e+001,6.9511077751003925e-001,7.1144461597661446e-001,1.6682107410042564e+000,2.3796553569808707e+000,3.4234188764919593e+000,8.8454864249919579e-003,0.0000000000000000e+000,1.4337183053163983e+001,2.0797694228769444e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3844360088933166e+002,4.9862082625003825e+002,4.1819058400055548e+002,2.2959601035552578e+002,3.4595053268962414e+002,4.3988656594400089e+002
3.0000000000000004e+001,1.7474279012259956e+001,-2.3463558852242699e+001,5.6489388200944525e+001,6.7933402529011630e+001,5.6377366360643705e+001,2.2241486608750449e+001,5.6129474233238888e+001,1.4506221596286764e+001,1.8081121324595369e+001,-2.2705972846014021e+001,1.7907146227534710e+001,-2.3012439495287396e+001,6.9373810705378203e-001,6.7568971894555452e-001,1.5856143539718983e+000,2.2613040729174529e+000,3.2595932815640261e+000,8.6181844928102259e-003,0.0000000000000000e+000,1.4820178576414321e+001,2.1463208503684996e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3772056779225227e+002,4.9914696028145084e+002,4.2074416912407276e+002,2.3675943831508312e+002,2.8490246416950635e+002,3.9002405818294142e+002
3.0000000000000064e+001,1.7474279012259956e+001,-2.3463558852242699e+001,5.6489388200944525e+001,6.7933402529011630e+001,5.6377366360643698e+001,2.2241486608750222e+001,5.6129474233238881e+001,1.4506221596284320e+001,1.8081121324595369e+001,-2.2705972846014021e+001,1.7907146227534710e+001,-2.3012439495287396e+001,6.9373810705378203e-001,6.7568971894555852e-001,1.5856143539718801e+000,2.2613040729174387e+000,3.2595932815640056e+000,8.6181844928102259e-003,0.0000000000000000e+000,1.4820178576414321e+001,2.1463208503684996e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3772056779225227e+002,4.9914696028145084e+002,4.2074416912407230e+002,2.3675943831508476e+002,2.8490246416950635e+002,3.9002405818294142e+002
4.0000000000000007e+001,1.7425262516290434e+001,-2.3624330921712669e+001,5.5669820828082578e+001,6.6699267302606188e+001,5.5555780274629996e+001,2.2014817548311726e+001,5.5292386366768149e+001,1.7169784702051061e+001,1.8034525087728348e+001,-2.2787842616654274e+001,1.7860785230524773e+001,-2.3094477912051786e+001,6.8587046975215027e-001,6.5305493901804368e-001,1.5263543361834928e+000,2.1794092752015364e+000,3.1775814403980669e+000,8.6361093494472310e-003,0.0000000000000000e+000,1.4588331421546798e+001,2.1248662387988304e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3763080578549159e+002,4.9833994645321502e+002,4.2272083226728319e+002,2.4597986310838877e+002,2.8875689036027569e+002,3.9517864482179743e+002
4.0000000000000085e+001,1.7425262516290434e+001,-2.3624330921712669e+001,5.5669820828082564e+001,6.6699267302605620e+001,5.5555780274629988e+001,2.2014817548312010e+001,5.5292386366768142e+001,1.7169784702051345e+001,1.8034525087728348e+001,-2.2787842616654274e+001,1.7860785230524773e+001,-2.3094477912051786e+001,6.8587046975214250e-001,6.5305493901803191e-001,1.5263543361835408e+000,2.1794092752015728e+000,3.1775814403981557e+000,8.6361093494472310e-003,0.0000000000000000e+000,1.4588331421546854e+001,2.1248662387988361e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3763080578549159e+002,4.9833994645321434e+002,4.2272083226728387e+002,2.4597986310838388e+002,2.8875689036027575e+002,3.9517864482179760e+002
5.0000000000000007e+001,1.7440803779606298e+001,-2.3609196686212584e+001,5.5242043791781008e+001,6.5916981152325491e+001,5.5127345048998414e+001,2.1732846026706341e+001,5.4866609213161354e+001,1.8219530099487315e+001,1.8045411050693030e+001,-2.2768702178319472e+001,1.7878668714774943e+001,-2.3062813604888476e+001,6.8317498339059479e-001,6.4774283737959859e-001,1.4874840873020749e+000,2.1352269246816737e+000,3.1254465936158127e+000,8.6961227798574379e-003,0.0000000000000000e+000,1.4476023603713713e+001,2.0963472674938373e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3761495193711073e+002,4.9774343410072061e+002,4.2325703898220348e+002,2.5220562619080539e+002,2.9763964088486756e+002,4.0801996879647027e+002
5.0000000000000107e+001,1.7440803779606298e+001,-2.3609196686212584e+001,5.5242043791780979e+001,6.5916981152323842e+001,5.5127345048998414e+001,2.1732846026706341e+001,5.4866609213161354e+001,1.8219530099487315e+001,1.8045411050693030e+001,-2.2768702178319472e+001,1.7878668714774943e+001,-2.3062813604888476e+001,6.8317498072780747e-001,6.4774283485491579e-001,1.4874840815043817e+000,2.1352269163592976e+000,3.1254465936158469e+000,8.6961227459629951e-003,0.0000000000000000e+000,1.4476023603713713e+001,2.0963472674938373e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3761495193711073e+002,4.9774343410071970e+002,4.2325703898220348e+002,2.5220562619080548e+002,2.9763964088486762e+002,4.0801996879647044e+002
6.0000000000000007e+001,1.7437882776503454e+001,-2.3623549587847464e+001,5.5115510991932716e+001,6.5700942267312655e+001,5.5000463603450427e+001,2.1620369517048289e+001,5.4737294125098991e+001,1.8119788825440367e+001,1.8035199034871241e+001,-2.2786657394307213e+001,1.7876060695910873e+001,-2.3067429894106510e+001,6.7905530624606991e-001,6.4357123298476615e-001,1.4562098609297269e+000,2.0997810939144932e+000,3.0922092421638387e+000,8.6672071082349346e-003,0.0000000000000000e+000,1.4411005793260699e+001,2.0855073398806894e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3760370837347438e+002,4.9758743363235334e+002,4.2333384479480350e+002,2.5532010718074039e+002,3.0494230350231891e+002,4.2169059098163154e+002
6.0000000000000128e+001,1.7437882776503454e+001,-2.3623549587847464e+001,5.5115510991932716e+001,6.5700942267312655e+001,5.5000463603450427e+001,2.1620369517048289e+001,5.4737294125098991e+001,1.8119788825440367e+001,1.8035199034871241e+001,-2.2786657394307213e+001,1.7876060695910873e+001,-2.3067429894106510e+001,6.7905530624606991e-001,6.4357123298476615e-001,1.4562098609297265e+000,2.0997810939144927e+000,3.0922092421638379e+000,8.6672071082349346e-003,0.0000000000000000e+000,1.4411005793260699e+001,2.0855073398806894e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3760370837347438e+002,4.9758743363235334e+002,4.2333384479480350e+002,2.5532010718074045e+002,3.0494230350231896e+002,4.2169059098163166e+002
7.0000000000000014e+001,1.7430038314278054e+001,-2.3642749388201537e+001,5.5004036259688498e+001,6.5531068537980673e+001,5.4888800749296301e+001,2.1531053821655689e+001,5.4624709388022509e+001,1.8032800989256657e+001,1.8024128586208821e+001,-2.2806130249448927e+001,1.7868411863306815e+001,-2.3080971448682050e+001,6.7780395530698911e-001,6.4186861731059208e-001,1.4442537135858093e+000,2.0861223308964014e+000,3.0777665349438106e+000,8.6682921738157909e-003,0.0000000000000000e+000,1.4347993474789405e+001,2.0767643452511436e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3759742736192663e+002,4.9747672726653843e+002,4.2342885204038060e+002,2.5681544254451131e+002,3.0845547020593381e+002,4.2850905007009163e+002
7.0000000000000142e+001,1.7430038314278054e+001,-2.3642749388201537e+001,5.5004036259688498e+001,6.5531068537980673e+001,5.4888800749296301e+001,2.1531053821655689e+001,5.4624709388022509e+001,1.8032800989256657e+001,1.8024128586208821e+001,-2.2806130249448927e+001,1.7868411863306815e+001,-2.3080971448682050e+001,6.7780395530698911e-001,6.4186861731059208e-001,1.4442537135858093e+000,2.0861223308964014e+000,3.0777665349438106e+000,8.6682921738157909e-003,0.0000000000000000e+000,1.4347993474789405e+001,2.0767643452511436e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3759742736192663e+002,4.9747672726653843e+002,4.2342885204038060e+002,2.5681544254451131e+002,3.0845547020593386e+002,4.2850905007009169e+002
8.0000000000000014e+001,1.7421619515142424e+001,-2.3660421711912562e+001,5.4925260476380529e+001,6.5421049559814378e+001,5.4809940751172860e+001,2.1463119175855695e+001,5.4545425223742818e+001,1.7971458872224389e+001,1.8014054266690763e+001,-2.2823858410565862e+001,1.7860055425678958e+001,-2.3095770587619228e+001,6.7691192993969540e-001,6.4074745026271640e-001,1.4375090306469656e+000,2.0782564809096820e+000,3.0702021769579821e+000,8.6670453039080966e-003,0.0000000000000000e+000,1.4301883825733682e+001,2.0701107153737269e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3759431588382017e+002,4.9741160411762354e+002,4.2348243589534667e+002,2.5762325548945080e+002,3.1040807235693961e+002,4.3219876223709645e+002
8.0000000000000171e+001,1.7421619515142424e+001,-2.3660421711912562e+001,5.4925260476380529e+001,6.5421049559814378e+001,5.4809940751172860e+001,2.1463119175855695e+001,5.4545425223742818e+001,1.7971458872224389e+001,1.8014054266690763e+001,-2.2823858410565862e+001,1.7860055425678958e+001,-2.3095770587619228e+001,6.7691192993969540e-001,6.4074745026271640e-001,1.4375090306469656e+000,2.0782564809096820e+000,3.0702021769579821e+000,8.6670453039080966e-003,0.0000000000000000e+000,1.4301883825733682e+001,2.0701107153737269e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3759431588382017e+002,4.9741160411762354e+002,4.2348243589534667e+002,2.5762325548945080e+002,3.1040807235693967e+002,4.3219876223709650e+002
