时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,2.3645766401844710e+002,2.3645766401844710e+002,2.3645766401844710e+002,2.3645766401844710e+002,2.3645766401844710e+002,2.3645766401844710e+002
1.0000000000000002e+001,2.0207099195224462e+001,-1.6912791689378253e+001,6.8115200601220280e+001,7.9944440991491774e+001,6.8012213635316670e+001,2.7481157211733944e+001,6.7830599851387674e+001,7.8516505839203887e+000,2.0817211609268920e+001,-1.8149130084935223e+001,2.0663429460595427e+001,-1.8393179504623362e+001,8.0495322488943100e-001,2.0187185949828041e+000,7.1928472797285181e-001,2.7380033229556560e+000,3.4014440072983745e+000,9.5024315271118962e-003,0.0000000000000000e+000,5.6966192486462432e+000,1.9582051266670419e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4000605879678636e+002,5.0423807233775210e+002,2.9179575278795159e+002,2.1610094499895337e+002,4.1084023184671707e+002,3.7907661046367315e+002
1.0000000000000021e+001,2.0207099195224455e+001,-1.6912791689378992e+001,6.8115200601220280e+001,7.9944440991491433e+001,6.8012213635316698e+001,2.7481157211733944e+001,6.7830599851387674e+001,7.8516505839213551e+000,2.0817211609268913e+001,-1.8149130084935223e+001,2.0663429460595420e+001,-1.8393179504623362e+001,8.0495322436302841e-001,2.0187185936626442e+000,7.1928472750243277e-001,2.7380033211650767e+000,3.4014440072983123e+000,9.5024315208976657e-003,0.0000000000000000e+000,5.6966192486462432e+000,1.9582051266670419e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4000605879678540e+002,5.0423807233775165e+002,2.9179575278795056e+002,2.1610094499895592e+002,4.1084023184671679e+002,3.7907661046367349e+002
2.0000000000000004e+001,1.7935299474683216e+001,-2.2474730494552574e+001,6.9253021475875826e+001,8.5544187789023965e+001,6.9164135121933299e+001,2.8215304955597105e+001,6.8977232901934258e+001,3.8872582599416319e+000,1.8508241581167081e+001,-2.1962663617163201e+001,1.8331984843043077e+001,-2.2267854711176284e+001,8.2019274094143768e-001,1.5731618589475769e+000,9.6922650694577517e-001,2.5423883658933519e+000,3.0997450220970442e+000,8.3504034482759990e-003,0.0000000000000000e+000,8.4516468665706839e+000,2.3387362754784419e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3792551093035655e+002,5.1071739281301501e+002,3.2232387761437303e+002,2.0625445498714907e+002,2.6605222280125082e+002,3.4558591163637789e+002
2.0000000000000043e+001,1.7935299474683209e+001,-2.2474730494553540e+001,6.9253021475875826e+001,8.5544187789023965e+001,6.9164135121933299e+001,2.8215304955597105e+001,6.8977232901934258e+001,3.8872582599441898e+000,1.8508241581167074e+001,-2.1962663617163230e+001,1.8331984843043070e+001,-2.2267854711176312e+001,8.2019274094143768e-001,1.5731618589475691e+000,9.6922650694580414e-001,2.5423883658933732e+000,3.0997450220970699e+000,8.3504034482759990e-003,0.0000000000000000e+000,8.4516468665706839e+000,2.3387362754784419e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3792551093035655e+002,5.1071739281301501e+002,3.2232387761437394e+002,2.0625445498714652e+002,2.6605222280125298e+002,3.4558591163637766e+002
3.0000000000000004e+001,1.7439291593842057e+001,-2.3528078514290485e+001,6.5568733393764916e+001,8.1936156268947457e+001,6.5475446938972141e+001,2.5821447442468184e+001,6.5288135782681948e+001,3.1169732988423675e+000,1.8024982677203024e+001,-2.2804627601224638e+001,1.7836135022733838e+001,-2.3138161128129241e+001,7.8896376012052793e-001,1.2250449084887942e+000,1.2796630051478879e+000,2.5047079136366821e+000,3.1746805623290535e+000,8.2287062186316914e-003,0.0000000000000000e+000,1.1254280657615084e+001,2.3693782255056135e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3771852793173866e+002,5.0911471957580403e+002,3.6024017284389987e+002,2.0472811892582035e+002,2.4903967776967278e+002,3.4327378561576006e+002
3.0000000000000064e+001,1.7439291593842057e+001,-2.3528078514290485e+001,6.5568733393764887e+001,8.1936156268947855e+001,6.5475446938972112e+001,2.5821447442468127e+001,6.5288135782681920e+001,3.1169732988429928e+000,1.8024982677203024e+001,-2.2804627601224638e+001,1.7836135022733838e+001,-2.3138161128129241e+001,7.8896376012053004e-001,1.2250449084887951e+000,1.2796630051479010e+000,2.5047079136366959e+000,3.1746805623290624e+000,8.2287062186316880e-003,0.0000000000000000e+000,1.1254280657615141e+001,2.3693782255056192e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3771852793173866e+002,5.0911471957580426e+002,3.6024017284389993e+002,2.0472811892581873e+002,2.4903967776967278e+002,3.4327378561576012e+002
4.0000000000000007e+001,1.7301809493155506e+001,-2.3810890218224273e+001,6.2214818346419200e+001,7.7397636397565464e+001,6.2117699305144413e+001,2.3533663610320843e+001,6.1931610639515149e+001,3.9626442823196726e+000,1.7896665385615549e+001,-2.3030972286646744e+001,1.7706829842509144e+001,-2.3368032588085867e+001,7.5360049649613670e-001,9.6596511735546398e-001,1.5042291395733682e+000,2.4701942569288322e+000,3.2778564616318504e+000,8.2598661635217233e-003,0.0000000000000000e+000,1.3346362163051651e+001,2.3251488791143686e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3767498515534447e+002,5.0613721736741411e+002,3.8919039302037049e+002,2.0707737692617067e+002,2.4878423309749746e+002,3.4952498235160488e+002
4.0000000000000085e+001,1.7301809493155506e+001,-2.3810890218224273e+001,6.2214818346419179e+001,7.7397636397565293e+001,6.2117699305144399e+001,2.3533663610320843e+001,6.1931610639515121e+001,3.9626442823206958e+000,1.7896665385615549e+001,-2.3030972286646744e+001,1.7706829842509144e+001,-2.3368032588085867e+001,7.5360049649613148e-001,9.6596511735545365e-001,1.5042291395733998e+000,2.4701942569288535e+000,3.2778564616319015e+000,8.2598661635217233e-003,0.0000000000000000e+000,1.3346362163051651e+001,2.3251488791143743e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3767498515534447e+002,5.0613721736741365e+002,3.8919039302037129e+002,2.0707737692616763e+002,2.4878423309749749e+002,3.4952498235160488e+002
5.0000000000000007e+001,1.7189109962802327e+001,-2.4300972505223399e+001,6.0320746750141645e+001,6.6306323731650252e+001,6.0235902574724953e+001,2.3746019403689672e+001,6.0045154418467789e+001,5.6921852050367079e+000,1.7872901770210781e+001,-2.3073021968309973e+001,1.7689777228057448e+001,-2.3398440656594090e+001,9.3000138284858591e-001,6.3469764798550776e-001,1.5576183382903042e+000,2.1923159862758119e+000,2.3573255123135062e+000,7.7845820425293359e-003,0.0000000000000000e+000,1.4443831653245468e+001,2.2605484982183896e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.0317986272522052e+002,4.9318797849055215e+002,4.1165532272072687e+002,2.1156515348869846e+002,2.5275206266184395e+002,3.5675970689671260e+002
5.0000000000000107e+001,1.7189109962802320e+001,-2.4300972505223427e+001,6.0320746750141595e+001,6.6306323731647126e+001,6.0235902574724896e+001,2.3746019403689786e+001,6.0045154418467732e+001,5.6921852050384132e+000,1.7872901770210781e+001,-2.3073021968309973e+001,1.7689777228057448e+001,-2.3398440656594090e+001,9.3000138284862577e-001,6.3469764798547701e-001,1.5576183382903226e+000,2.1923159862757995e+000,2.3573255123133916e+000,7.7845820425293992e-003,0.0000000000000000e+000,1.4443831653245468e+001,2.2605484982183839e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.0317986272521352e+002,4.9318797849054829e+002,4.1165532272072761e+002,2.1156515348869846e+002,2.5275206266184401e+002,3.5675970689671277e+002
