时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4398769438878155e+001,-2.8421709430404007e-013,3.4398769438878155e+001,-2.8421709430404007e-013,3.4398769438878155e+001,-2.8421709430404007e-013,3.4398769438878155e+001,-2.8421709430404007e-013,3.4398769438878155e+001,-2.8421709430404007e-013,3.4398769438878155e+001,-2.8421709430404007e-013,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3264719042019749e+002,4.3264719042019749e+002,4.3264719042019749e+002,4.3264719042019749e+002,4.3264719042019749e+002,4.3264719042019749e+002
1.0000000000000002e+001,1.6213851764929739e+001,1.6879614341855813e+000,4.7952369867914044e+001,9.1968300685912709e+001,4.7850956555949452e+001,1.5766379263068814e+001,4.7626593625310726e+001,1.2331717214109460e+001,1.6705949478833855e+001,-1.2794609520222878e+001,1.6595711627551278e+001,-1.9846750887497279e+001,5.9874315102172426e-001,7.3008940470191497e-001,1.0624899138321686e+000,1.7925793185340835e+000,2.9939036721758563e+000,6.9043957943665897e-003,0.0000000000000000e+000,9.6833801984095089e+000,1.4529479809505631e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.6799361726748384e+002,5.3500314232688004e+002,4.2926044934603920e+002,2.7537444027641550e+002,4.5170944485464042e+002,4.4390042352631997e+002
1.0000000000000021e+001,1.6213851764929736e+001,1.6879614341858087e+000,4.7952369867914051e+001,9.1968300685912482e+001,4.7850956555949466e+001,1.5766379263069439e+001,4.7626593625310740e+001,1.2331717214109460e+001,1.6705949478833848e+001,-1.2794609520222934e+001,1.6595711627551271e+001,-1.9846750887497109e+001,5.9874315102172582e-001,7.3008940470191741e-001,1.0624899138321771e+000,1.7925793185340946e+000,2.9939036721758669e+000,6.9043957943665897e-003,0.0000000000000000e+000,9.6833801984095089e+000,1.4529479809505631e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.6799361726748401e+002,5.3500314232688038e+002,4.2926044934603920e+002,2.7537444027641430e+002,4.5170944485464042e+002,4.4390042352631997e+002
2.0000000000000004e+001,1.5208152092472192e+001,-1.5358677923479036e+001,4.8864754636459622e+001,7.9461402971980135e+001,4.8771184308361377e+001,1.7521825648327081e+001,4.8566743694211034e+001,1.3133379132359323e+001,1.5708273483468414e+001,-1.5344557668498055e+001,1.5579812120777060e+001,-2.0078200400089003e+001,6.1829689910940522e-001,6.1544371079202731e-001,1.1098737982041655e+000,1.7253175089961927e+000,2.7904353256200052e+000,6.9001198588263205e-003,0.0000000000000000e+000,1.0344408670185885e+001,1.6541167101579560e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.5154648523839575e+002,5.1998599208555959e+002,4.3079280075211057e+002,2.6994431972399258e+002,4.5066825472566893e+002,4.4563817327153703e+002
2.0000000000000043e+001,1.5208152092472190e+001,-1.5358677923479036e+001,4.8864754636459622e+001,7.9461402971978430e+001,4.8771184308361377e+001,1.7521825648327081e+001,4.8566743694211034e+001,1.3133379132359323e+001,1.5708273483468410e+001,-1.5344557668498055e+001,1.5579812120777056e+001,-2.0078200400088122e+001,6.1829689910939500e-001,6.1544371079201954e-001,1.1098737982041658e+000,1.7253175089961852e+000,2.7904353256200394e+000,6.9001198588263214e-003,0.0000000000000000e+000,1.0344408670185885e+001,1.6541167101579560e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.5154648523839575e+002,5.1998599208555845e+002,4.3079280075211057e+002,2.6994431972399258e+002,4.5066825472566893e+002,4.4563817327153703e+002
3.0000000000000004e+001,1.4550993254699764e+001,-2.5014321355357509e+001,4.9210432256840022e+001,7.0778053062932543e+001,4.9119688643301195e+001,1.7261582138324741e+001,4.8911917160261062e+001,1.3424754861401539e+001,1.5053717512257240e+001,-2.1507709649367712e+001,1.4915323577996999e+001,-2.0065128078659427e+001,6.1445080976679345e-001,5.5471603117198653e-001,1.0895690883357527e+000,1.6442851195077393e+000,2.6760240093618002e+000,6.9202385230338606e-003,0.0000000000000000e+000,1.0599928991108811e+001,1.6373829598079794e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4212832807092008e+002,5.0941974935062899e+002,4.2926123612516335e+002,2.7181448270631137e+002,4.4505890945599822e+002,4.4693068679984373e+002
3.0000000000000064e+001,1.4550993254699764e+001,-2.5014321355357509e+001,4.9210432256840022e+001,7.0778053062932656e+001,4.9119688643301195e+001,1.7261582138324741e+001,4.8911917160261062e+001,1.3424754861401539e+001,1.5053717512257240e+001,-2.1507709649367712e+001,1.4915323577996997e+001,-2.0065128078659427e+001,6.1445080976679312e-001,5.5471603117198631e-001,1.0895690883357529e+000,1.6442851195077393e+000,2.6760240093618015e+000,6.9202385230338623e-003,0.0000000000000000e+000,1.0599928991108811e+001,1.6373829598079794e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4212832807092008e+002,5.0941974935062893e+002,4.2926123612516335e+002,2.7181448270631137e+002,4.4505890945599822e+002,4.4693068679984373e+002
4.0000000000000007e+001,1.4146137137918190e+001,-2.9214971754361613e+001,4.9271285100924594e+001,6.7482675111507660e+001,4.9182812218343258e+001,1.6935588894035959e+001,4.8974800049650746e+001,1.3477668575110499e+001,1.4642500729447542e+001,-2.9217661369123505e+001,1.4503334322161750e+001,-2.0061969150755317e+001,6.1076356124842057e-001,5.2859419483776493e-001,1.0699371541514398e+000,1.5985313489892046e+000,2.6172670578476467e+000,6.8596693361929950e-003,0.0000000000000000e+000,1.0651497363495366e+001,1.6057778204328599e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3821466504194814e+002,5.0537794030777042e+002,4.2831967861448504e+002,2.7234464516699273e+002,4.3492793231235504e+002,4.4771344145160657e+002
4.0000000000000085e+001,1.4146137137918187e+001,-2.9214971754363063e+001,4.9271285100924594e+001,6.7482675111507660e+001,4.9182812218343258e+001,1.6935588894035959e+001,4.8974800049650746e+001,1.3477668575110499e+001,1.4642500729447539e+001,-2.9217661369123505e+001,1.4503334322161749e+001,-2.0061969150755345e+001,6.1076356124842057e-001,5.2859419483776493e-001,1.0699371541514398e+000,1.5985313489892046e+000,2.6172670578476467e+000,6.8596693361929950e-003,0.0000000000000000e+000,1.0651497363495366e+001,1.6057778204328599e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3821466504194814e+002,5.0537794030777042e+002,4.2831967861448504e+002,2.7234464516699273e+002,4.3492793231235498e+002,4.4771344145160657e+002
5.0000000000000007e+001,1.4191684228378335e+001,-2.9815598489613620e+001,4.9279202382599522e+001,6.6377091807796035e+001,4.9189972017030414e+001,1.6795414114307846e+001,4.8979671548873917e+001,1.3481765637348246e+001,1.4694889573438955e+001,-2.9110396748843613e+001,1.4551999366837702e+001,-2.0054253678544853e+001,6.1074390001343115e-001,5.2639572839616799e-001,1.0764100755468506e+000,1.6028058039430186e+000,2.6243500817736707e+000,6.9212046924259077e-003,0.0000000000000000e+000,1.0654444077854180e+001,1.5919385085259364e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3742414168960784e+002,5.0402092804114528e+002,4.2796542155219265e+002,2.7244190745575219e+002,4.2745276778090198e+002,4.4763032895926386e+002
5.0000000000000107e+001,1.4191684228378337e+001,-2.9815598489613620e+001,4.9279202382599522e+001,6.6377091807796035e+001,4.9189972017030414e+001,1.6795414114307846e+001,4.8979671548873917e+001,1.3481765637348246e+001,1.4694889573438958e+001,-2.9110396748843584e+001,1.4551999366837704e+001,-2.0054253678544853e+001,6.1074390001343104e-001,5.2639572839616799e-001,1.0764100755468506e+000,1.6028058039430186e+000,2.6243500817736711e+000,6.9212046924259077e-003,0.0000000000000000e+000,1.0654444077854180e+001,1.5919385085259364e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3742414168960784e+002,5.0402092804114528e+002,4.2796542155219265e+002,2.7244190745575219e+002,4.2745276778090192e+002,4.4763032895926386e+002
6.0000000000000007e+001,1.4348391089914299e+001,-2.9551223068214995e+001,4.9440007692360574e+001,6.5971088384466441e+001,4.9349302272093013e+001,1.6856809809180334e+001,4.9135721280926610e+001,1.3612844061088936e+001,1.4857326752975681e+001,-2.8779593584748312e+001,1.4713112200751636e+001,-2.0055605108897424e+001,6.1247995410767209e-001,5.3096244088702738e-001,1.0905963602561826e+000,1.6215588011432098e+000,2.6475295889571999e+000,7.0131864571757524e-003,0.0000000000000000e+000,1.0760447729049531e+001,1.5995079030411773e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3738132578382221e+002,5.0337311956318166e+002,4.2766396166053426e+002,2.7215742167109676e+002,4.2058918650010992e+002,4.4732484997262412e+002
6.0000000000000128e+001,1.4348391089914303e+001,-2.9551223068214739e+001,4.9440007692360574e+001,6.5971088384466441e+001,4.9349302272093013e+001,1.6856809809180334e+001,4.9135721280926610e+001,1.3612844061088936e+001,1.4857326752975682e+001,-2.8779593584748312e+001,1.4713112200751636e+001,-2.0055605108897424e+001,6.1247995410767209e-001,5.3096244088702738e-001,1.0905963602561830e+000,1.6215588011432103e+000,2.6475295889572008e+000,7.0131864571757524e-003,0.0000000000000000e+000,1.0760447729049531e+001,1.5995079030411773e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3738132578382221e+002,5.0337311956318166e+002,4.2766396166053426e+002,2.7215742167109670e+002,4.2058918650010992e+002,4.4732484997262412e+002
