时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,3.5486501976550232e+002,3.5486501976550232e+002,3.5486501976550232e+002,3.5486501976550232e+002,3.5486501976550232e+002,3.5486501976550232e+002
1.0000000000000002e+001,1.7674166162613673e+001,-4.9779333604308817e+000,4.9838666469173205e+001,7.9625557391548227e+001,4.9722556953061179e+001,1.6640050823783724e+001,4.9461949728135934e+001,1.3885848836266234e+001,1.8241136566871454e+001,-1.3862549046759455e+001,1.8106685211385649e+001,-1.9780096604316043e+001,6.2228803848023206e-001,7.4417046069335169e-001,1.4053662974161656e+000,2.1495367581095173e+000,3.4542472700570808e+000,7.9732010549010603e-003,0.0000000000000000e+000,1.0863662442269174e+001,1.5525398647395434e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.5870615465869247e+002,5.1939077780789910e+002,4.2605681374889468e+002,2.4979557466320793e+002,4.4768402476779011e+002,4.4087992502232652e+002
1.0000000000000021e+001,1.7674166162613670e+001,-4.9779333604303133e+000,4.9838666469173212e+001,7.9625557391548227e+001,4.9722556953061186e+001,1.6640050823783611e+001,4.9461949728135949e+001,1.3885848836266234e+001,1.8241136566871447e+001,-1.3862549046759284e+001,1.8106685211385646e+001,-1.9780096604316583e+001,6.2228803848023229e-001,7.4417046069335369e-001,1.4053662974161649e+000,2.1495367581095186e+000,3.4542472700570817e+000,7.9732010549010621e-003,0.0000000000000000e+000,1.0863662442269174e+001,1.5525398647395434e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.5870615465869247e+002,5.1939077780789910e+002,4.2605681374889446e+002,2.4979557466320782e+002,4.4768402476779011e+002,4.4087992502232584e+002
2.0000000000000004e+001,1.6918871999601098e+001,-2.0291016367357230e+001,5.2057288078385149e+001,6.8509438821938772e+001,5.1947063594285744e+001,1.9253519999327239e+001,5.1705669425636202e+001,1.5727188188093237e+001,1.7499530339098296e+001,-1.9894625949848290e+001,1.7344597629614494e+001,-2.0080134735088535e+001,6.5229132085011698e-001,6.3670464628302992e-001,1.4150704365882150e+000,2.0517750828712451e+000,3.1454888594826182e+000,8.1725104929249899e-003,0.0000000000000000e+000,1.2422163514938859e+001,1.8517879855791307e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4272791137827670e+002,5.0406930953908494e+002,4.2616122403289557e+002,2.5301119408637507e+002,4.4200737034876448e+002,4.4210520154542837e+002
2.0000000000000043e+001,1.6918871999601091e+001,-2.0291016367357770e+001,5.2057288078385149e+001,6.8509438821937010e+001,5.1947063594285758e+001,1.9253519999327523e+001,5.1705669425636209e+001,1.5727188188093237e+001,1.7499530339098289e+001,-1.9894625949847892e+001,1.7344597629614487e+001,-2.0080134735088222e+001,6.5229132085010744e-001,6.3670464628301893e-001,1.4150704365882152e+000,2.0517750828712340e+000,3.1454888594826471e+000,8.1725104929249916e-003,0.0000000000000000e+000,1.2422163514938859e+001,1.8517879855791307e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4272791137827625e+002,5.0406930953908358e+002,4.2616122403289557e+002,2.5301119408637510e+002,4.4200737034876443e+002,4.4210520154542837e+002
3.0000000000000004e+001,1.6299022643998796e+001,-2.5301171617282392e+001,5.2805828421077592e+001,6.5851746268390968e+001,5.2699803395631335e+001,1.9673899895669422e+001,5.2456331736738512e+001,1.6329536734082751e+001,1.6864728627595856e+001,-2.4896098394706883e+001,1.6709835076237287e+001,-2.0075668533488624e+001,6.5250875087565763e-001,6.0259399603006547e-001,1.3370920115653364e+000,1.9396860075954019e+000,2.9726589949826274e+000,8.0351014019435733e-003,0.0000000000000000e+000,1.2953785576466032e+001,1.8915872430669651e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3807918813640805e+002,5.0002740775725266e+002,4.2503221281368832e+002,2.5862584845319458e+002,3.7601053456233683e+002,4.4340448406223214e+002
3.0000000000000064e+001,1.6299022643998796e+001,-2.5301171617282392e+001,5.2805828421077592e+001,6.5851746268390968e+001,5.2699803395631335e+001,1.9673899895669422e+001,5.2456331736738512e+001,1.6329536734082751e+001,1.6864728627595856e+001,-2.4896098394706883e+001,1.6709835076237287e+001,-2.0075668533488596e+001,6.5250875087565763e-001,6.0259399603006547e-001,1.3370920115653357e+000,1.9396860075954012e+000,2.9726589949826261e+000,8.0351014019435733e-003,0.0000000000000000e+000,1.2953785576466032e+001,1.8915872430669651e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3807918813640805e+002,5.0002740775725266e+002,4.2503221281368832e+002,2.5862584845319464e+002,3.7601053456233626e+002,4.4340448406223220e+002
4.0000000000000007e+001,1.6381782913854511e+001,-2.5556366404792811e+001,5.2952067794100010e+001,6.5334092627374446e+001,5.2845115538192964e+001,1.9788771637809702e+001,5.2598273630569508e+001,1.6442685794694853e+001,1.6952776247819418e+001,-2.4733733512356565e+001,1.6796131689136452e+001,-2.0091297678753136e+001,6.5463523849750616e-001,6.0237470793296710e-001,1.3304046938003953e+000,1.9327794017333624e+000,2.9524524316310927e+000,8.1043370244674867e-003,0.0000000000000000e+000,1.3056020430217188e+001,1.9013460334948491e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3758856581587497e+002,4.9922875005901204e+002,4.2490129969331758e+002,2.6074170344456553e+002,3.4187065950337069e+002,4.4321190703813812e+002
4.0000000000000085e+001,1.6381782913854511e+001,-2.5556366404792811e+001,5.2952067794100010e+001,6.5334092627374446e+001,5.2845115538192964e+001,1.9788771637809702e+001,5.2598273630569508e+001,1.6442685794694853e+001,1.6952776247819418e+001,-2.4733733512356565e+001,1.6796131689136452e+001,-2.0091297678753136e+001,6.5463523849750616e-001,6.0237470793296710e-001,1.3304046938003948e+000,1.9327794017333619e+000,2.9524524316310918e+000,8.1043370244674867e-003,0.0000000000000000e+000,1.3056020430217188e+001,1.9013460334948491e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3758856581587497e+002,4.9922875005901204e+002,4.2490129969331758e+002,2.6074170344456559e+002,3.4187065950337058e+002,4.4321190703813812e+002
5.0000000000000007e+001,1.6552712598332867e+001,-2.5248437938080059e+001,5.3152315538293202e+001,6.5095393250618770e+001,5.3043699480227453e+001,1.9934041920647985e+001,5.2793004062937108e+001,1.6597532163748667e+001,1.7128311031864307e+001,-2.4411884693650990e+001,1.6971549450235067e+001,-2.0105395936097466e+001,6.5672951829722437e-001,6.0738948909442592e-001,1.3392675832369936e+000,1.9466570723314196e+000,2.9641686845122082e+000,8.2036913811150986e-003,0.0000000000000000e+000,1.3186226446768615e+001,1.9165528527045069e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3758171863850674e+002,4.9872980069685082e+002,4.2469124160470398e+002,2.6143941739298532e+002,3.3645818473692736e+002,4.4283937109928627e+002
