时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,2.3023698772014168e+002,2.3023698772014168e+002,2.3023698772014168e+002,2.3023698772014168e+002,2.3023698772014168e+002,2.3023698772014168e+002
1.0000000000000002e+001,2.0535293584629759e+001,-1.7387897272085524e+001,8.2992269051756239e+001,9.5997323493000806e+001,8.2903427090531849e+001,2.7335817493647880e+001,8.2678612076101885e+001,7.5134184004651274e+000,2.1097155811545324e+001,-1.7708244550563393e+001,2.0951435134583949e+001,-1.7937199830932826e+001,9.4983720440298081e-001,2.2653654458742918e+000,5.2777816671616717e-001,2.7931436125904590e+000,2.9406550929388859e+000,9.3135118101186180e-003,0.0000000000000000e+000,5.0896611679953025e+000,2.0627692435627750e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3867997905666800e+002,5.1361760446898734e+002,2.7038331303736032e+002,2.1371530450563063e+002,3.4582050729838824e+002,3.3242552357600351e+002
1.0000000000000021e+001,2.0535293584629745e+001,-1.7387897272085439e+001,8.2992269051756239e+001,9.5997323493001488e+001,8.2903427090531849e+001,2.7335817493652769e+001,8.2678612076101885e+001,7.5134184004652411e+000,2.1097155811545310e+001,-1.7708244550563421e+001,2.0951435134583935e+001,-1.7937199830932826e+001,9.4983720440298369e-001,2.2653654458742900e+000,5.2777816671616473e-001,2.7931436125904545e+000,2.9406550929388722e+000,9.3135118101186180e-003,0.0000000000000000e+000,5.0896611679953025e+000,2.0627692435627921e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3867997905666800e+002,5.1361760446898757e+002,2.7038331303736078e+002,2.1371530450563134e+002,3.4582050729838761e+002,3.3242552357600283e+002
2.0000000000000004e+001,1.7973230297486154e+001,-2.2404145992558114e+001,6.9941821743984306e+001,8.6391675605975308e+001,6.9852179219076561e+001,2.8647891584459501e+001,6.9667486625478347e+001,2.7438515380621880e+000,1.8550696710732584e+001,-2.1889470929275461e+001,1.8368834899302964e+001,-2.2203870891887703e+001,8.2940128815710790e-001,1.6828258827083002e+000,8.9332924778359046e-001,2.5761551304918906e+000,3.1060418729466779e+000,8.3703108746031908e-003,0.0000000000000000e+000,6.9274844342578490e+000,2.3316620922436641e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3792950755721529e+002,5.1125895878490013e+002,3.1021195970458490e+002,2.0348602548700541e+002,2.5933049661623789e+002,3.3199627091810095e+002
2.0000000000000043e+001,1.7973230297486147e+001,-2.2404145992559108e+001,6.9941821743984292e+001,8.6391675605974001e+001,6.9852179219076561e+001,2.8647891584459501e+001,6.9667486625478332e+001,2.7438515380664512e+000,1.8550696710732584e+001,-2.1889470929275461e+001,1.8368834899302961e+001,-2.2203870891887703e+001,8.2940128815711345e-001,1.6828258827082943e+000,8.9332924778357670e-001,2.5761551304918711e+000,3.1060418729466335e+000,8.3703108746031891e-003,0.0000000000000000e+000,6.9274844342578490e+000,2.3316620922436641e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3792950755721341e+002,5.1125895878489877e+002,3.1021195970458422e+002,2.0348602548700634e+002,2.5933049661623841e+002,3.3199627091810112e+002
3.0000000000000004e+001,1.7316239143918299e+001,-2.4069990120569571e+001,6.5729848959687232e+001,3.9959171349085807e+001,6.5673960842150962e+001,2.5953448340017019e+001,6.5496797472281088e+001,2.3003206821746289e+000,1.8048800694378681e+001,-2.2762743985542244e+001,1.7867505611390811e+001,-2.3082576164755352e+001,9.9271635190194041e-001,8.1361755690188620e-001,1.1387428222436680e+000,1.9523603791455542e+000,1.9666850207564692e+000,8.1544436580229616e-003,0.0000000000000000e+000,9.9654794153042303e+000,2.2971332512790184e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,3.5169004946436974e+002,4.4218923237960882e+002,3.4241325856422935e+002,2.0276635314680260e+002,2.4613093365936027e+002,3.3936855890676088e+002
3.0000000000000064e+001,1.7316239143918299e+001,-2.4069990120569571e+001,6.5729848959687118e+001,3.9959171349084954e+001,6.5673960842150862e+001,2.5953448340016962e+001,6.5496797472281003e+001,2.3003206821754247e+000,1.8048800694378681e+001,-2.2762743985542244e+001,1.7867505611390811e+001,-2.3082576164755352e+001,9.9271635190193452e-001,8.1361755690187521e-001,1.1387428222437035e+000,1.9523603791455786e+000,1.9666850207565056e+000,8.1544436580230188e-003,0.0000000000000000e+000,9.9654794153042303e+000,2.2971332512790127e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,3.5169004946436894e+002,4.4218923237960689e+002,3.4241325856422947e+002,2.0276635314679933e+002,2.4613093365936021e+002,3.3936855890676105e+002
4.0000000000000007e+001,1.7137496493019306e+001,-2.4395109410985214e+001,6.1045305859860171e+001,2.2780718043362583e+001,6.0947498640148041e+001,2.2711498125539492e+001,6.0759638285638950e+001,3.1382735092351481e+000,1.7877182620245659e+001,-2.3065443986419467e+001,1.7692571102106307e+001,-2.3393457170386455e+001,6.3462274827053144e-001,7.1616541883405649e-001,1.4379828263715402e+000,2.1541482452055964e+000,3.3943760306041080e+000,1.1488974758733009e-002,0.0000000000000000e+000,1.1697249074496597e+001,1.9391818331781451e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,3.5116325998977226e+002,3.9267782654035892e+002,3.3034281111266080e+002,2.0518083133909576e+002,2.4514842453484565e+002,3.4809355568871911e+002
4.0000000000000085e+001,1.7137496493019306e+001,-2.4395109410985214e+001,6.1045305859860157e+001,2.2780718043362583e+001,6.0947498640148027e+001,2.2711498125539492e+001,6.0759638285638935e+001,3.1382735092354892e+000,1.7877182620245659e+001,-2.3065443986419467e+001,1.7692571102106307e+001,-2.3393457170386455e+001,6.3462274776911731e-001,7.1616541826823199e-001,1.4379828252353639e+000,2.1541482435035961e+000,3.3943760306040884e+000,1.1488974749655814e-002,0.0000000000000000e+000,1.1697249074496597e+001,1.9391818331781451e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,3.5116325998977231e+002,3.9267782654035818e+002,3.3034281111265983e+002,2.0518083133909971e+002,2.4514842453484570e+002,3.4809355568871916e+002
5.0000000000000007e+001,1.7135926670091532e+001,-2.4397975886430260e+001,6.1347460483463195e+001,2.2993977808158036e+001,6.1252486775718040e+001,2.2927040072953844e+001,6.1062142290828454e+001,4.6732630345987332e+000,1.7874164725094200e+001,-2.3070786141355399e+001,1.7688439365738759e+001,-2.3400827231436779e+001,6.3912732750675838e-001,7.5021193327726543e-001,1.3527269071181727e+000,2.1029388403954381e+000,3.2903284680362863e+000,1.1356594018398711e-002,0.0000000000000000e+000,1.2542261408773982e+001,1.9768217599406512e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,3.5182323020189881e+002,3.9408446328335486e+002,3.2802487428494089e+002,2.0891108850316226e+002,2.4730120516978786e+002,3.4984260771818521e+002
