时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,2.4419147779471874e+002,2.4419147779471874e+002,2.4419147779471874e+002,2.4419147779471874e+002,2.4419147779471874e+002,2.4419147779471874e+002
1.0000000000000002e+001,2.0031901352543610e+001,-1.6399381428803565e+001,6.4374174765155942e+001,7.6373073394552819e+001,6.4266616015824482e+001,2.5009843168025952e+001,6.4092141604749216e+001,8.5200328263704819e+000,2.0663037857636777e+001,-1.8393802671869395e+001,2.0498152407107156e+001,-1.8656960918276695e+001,7.6790405651026061e-001,1.7303646080942583e+000,9.6983303803303356e-001,2.7001976461272919e+000,3.5163216331976912e+000,9.4892378568567932e-003,0.0000000000000000e+000,7.4429354235379037e+000,1.9142095029528434e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4103257695850266e+002,5.0283873225186443e+002,3.2048851254018120e+002,2.1828504239191787e+002,4.2546909306945071e+002,3.9550789425937933e+002
1.0000000000000021e+001,2.0031901352543610e+001,-1.6399381428803792e+001,6.4374174765155956e+001,7.6373073394553273e+001,6.4266616015824511e+001,2.5009843168025952e+001,6.4092141604749244e+001,8.5200328263703682e+000,2.0663037857636773e+001,-1.8393802671869395e+001,2.0498152407107156e+001,-1.8656960918276695e+001,7.6790405698875153e-001,1.7303646091724618e+000,9.6983303863732317e-001,2.7001976478097851e+000,3.5163216331976463e+000,9.4892378627696224e-003,0.0000000000000000e+000,7.4429354235379037e+000,1.9142095029528491e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4103257695850243e+002,5.0283873225186443e+002,3.2048851254018143e+002,2.1828504239192043e+002,4.2546909306945071e+002,3.9550789425937944e+002
2.0000000000000004e+001,1.7915179307224758e+001,-2.2481069545675552e+001,6.5875137597800617e+001,8.0928848278798796e+001,6.5778679004015515e+001,2.6022934914874952e+001,6.5591495663083776e+001,4.6104858914232523e+000,1.8493435184382797e+001,-2.1988219197615678e+001,1.8322048199017988e+001,-2.2285124458756940e+001,7.8934905295117719e-001,1.2934921906244270e+000,1.2445532181710284e+000,2.5380454087954556e+000,3.2153651154788156e+000,8.4821239596214303e-003,0.0000000000000000e+000,1.0857673021154085e+001,2.3345689943212165e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3796214134922144e+002,5.0752859260984371e+002,3.5503233143964530e+002,2.0830573040249487e+002,2.7301565432026439e+002,3.5801790845123776e+002
2.0000000000000043e+001,1.7915179307224758e+001,-2.2481069545675552e+001,6.5875137597800617e+001,8.0928848278798455e+001,6.5778679004015487e+001,2.6022934914874952e+001,6.5591495663083762e+001,4.6104858914232523e+000,1.8493435184382797e+001,-2.1988219197615678e+001,1.8322048199017985e+001,-2.2285124458756940e+001,7.8934905295116942e-001,1.2934921906244166e+000,1.2445532181710430e+000,2.5380454087954596e+000,3.2153651154788525e+000,8.4821239596214303e-003,0.0000000000000000e+000,1.0857673021154085e+001,2.3345689943212165e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3796214134922144e+002,5.0752859260984303e+002,3.5503233143964587e+002,2.0830573040249371e+002,2.7301565432026428e+002,3.5801790845123776e+002
3.0000000000000004e+001,1.7397483054486912e+001,-2.3602402936026664e+001,6.2649525740239270e+001,7.7768484550761627e+001,6.2552253073275892e+001,2.3835662027656383e+001,6.2365680622679577e+001,4.1142560297234354e+000,1.7987626197234924e+001,-2.2870398707544325e+001,1.7803196457758993e+001,-2.3196600383689884e+001,7.5778792843414888e-001,9.9371822131778365e-001,1.4858180781111079e+000,2.4795362994288914e+000,3.2720715207914015e+000,8.2975678243658989e-003,0.0000000000000000e+000,1.3196915665081917e+001,2.3370684092369288e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3771958586513341e+002,5.0623277709440475e+002,3.8647259647862006e+002,2.0740589771082128e+002,2.5387334612723808e+002,3.5401543957586529e+002
3.0000000000000064e+001,1.7397483054486912e+001,-2.3602402936026664e+001,6.2649525740239262e+001,7.7768484550761457e+001,6.2552253073275885e+001,2.3835662027656383e+001,6.2365680622679562e+001,4.1142560297258228e+000,1.7987626197234924e+001,-2.2870398707544325e+001,1.7803196457758993e+001,-2.3196600383689884e+001,7.5778792843414378e-001,9.9371822131777476e-001,1.4858180781111328e+000,2.4795362994289074e+000,3.2720715207914450e+000,8.2975678243658989e-003,0.0000000000000000e+000,1.3196915665081917e+001,2.3370684092369288e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3771958586513341e+002,5.0623277709440430e+002,3.8647259647862069e+002,2.0740589771081892e+002,2.5387334612723799e+002,3.5401543957586529e+002
4.0000000000000007e+001,1.7286856957815800e+001,-2.3843464713101184e+001,6.0698827092469905e+001,7.5101591930232416e+001,6.0600416462118147e+001,2.3698113275024411e+001,6.0396721949592006e+001,5.4957121201317705e+000,1.7884707246744547e+001,-2.3052127073647853e+001,1.7697151264115945e+001,-2.3385288698184524e+001,7.3577090609163109e-001,7.8466803442635091e-001,1.6488115985387963e+000,2.4334796329651471e+000,3.3073876838806231e+000,8.2916505836994406e-003,0.0000000000000000e+000,1.4393230850160933e+001,2.2836468319944345e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3766807670297749e+002,5.0451694870652170e+002,4.0988343436512747e+002,2.1103139858588278e+002,2.5306715109451056e+002,3.5679676467389976e+002
4.0000000000000085e+001,1.7286856957815800e+001,-2.3843464713101184e+001,6.0698827092469905e+001,7.5101591930232416e+001,6.0600416462118147e+001,2.3698113275024639e+001,6.0396721949592006e+001,5.4957121201323957e+000,1.7884707246744547e+001,-2.3052127073647853e+001,1.7697151264115945e+001,-2.3385288698184524e+001,7.3577090609163109e-001,7.8466803442634803e-001,1.6488115985388221e+000,2.4334796329651702e+000,3.3073876838806542e+000,8.2916505836994406e-003,0.0000000000000000e+000,1.4393230850160933e+001,2.2836468319944288e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3766807670297749e+002,5.0451694870652170e+002,4.0988343436512781e+002,2.1103139858588000e+002,2.5306715109451059e+002,3.5679676467389976e+002
5.0000000000000007e+001,1.7282001472787911e+001,-2.3865816568035342e+001,5.9147603994502091e+001,7.2736272245355451e+001,5.9043930545806603e+001,2.3279202464087916e+001,5.8831933696957748e+001,7.8554200051826797e+000,1.7885617362737037e+001,-2.3050516649442244e+001,1.7698341894607605e+001,-2.3383165527251720e+001,7.2256230426874068e-001,7.3910687275664655e-001,1.6544192250307654e+000,2.3935260977874120e+000,3.3125532340214554e+000,8.3809293176931709e-003,0.0000000000000000e+000,1.4884249927217752e+001,2.2397250238618824e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3765133763351605e+002,5.0286860231033205e+002,4.1467947139900207e+002,2.1727663427709922e+002,2.5761497992094723e+002,3.6178747993369490e+002
