时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,3.1176058762951283e+002,3.1176058762951283e+002,3.1176058762951283e+002,3.1176058762951283e+002,3.1176058762951283e+002,3.1176058762951283e+002
1.0000000000000002e+001,1.8761426596567929e+001,-9.3579486947875807e+000,5.1455845508763062e+001,7.1945409016349288e+001,5.1330893781958721e+001,1.7288289761000556e+001,5.1078753071370585e+001,1.4157993682791584e+001,1.9387659551029085e+001,-1.4459875960531292e+001,1.9233142150899170e+001,-1.9708633621800601e+001,6.4150919199360956e-001,7.5676911638725908e-001,1.6338914971596903e+000,2.3906606135469493e+000,3.7266194208652337e+000,8.7996855855627717e-003,0.0000000000000000e+000,1.1462116464255473e+001,1.6036723353122227e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.5196249216131321e+002,5.0884283284197863e+002,4.2284326967248830e+002,2.3716714735280692e+002,4.4475584230776053e+002,4.3854785762879453e+002
1.0000000000000021e+001,1.8761426596567922e+001,-9.3579486947884334e+000,5.1455845508763076e+001,7.1945409016348435e+001,5.1330893781958729e+001,1.7288289761000556e+001,5.1078753071370592e+001,1.4157993682792210e+001,1.9387659551029078e+001,-1.4459875960530781e+001,1.9233142150899162e+001,-1.9708633621801056e+001,6.4150919235344506e-001,7.5676911681175119e-001,1.6338914980762340e+000,2.3906606148879854e+000,3.7266194208653367e+000,8.7996855904988684e-003,0.0000000000000000e+000,1.1462116464255473e+001,1.6036723353122284e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.5196249216131321e+002,5.0884283284197750e+002,4.2284326967248830e+002,2.3716714735280368e+002,4.4475584230776030e+002,4.3854785762879453e+002
2.0000000000000004e+001,1.7851722228706773e+001,-2.1765498293878636e+001,5.4577668244027620e+001,6.5480403328552654e+001,5.4459460972362407e+001,2.0574958595024498e+001,5.4200577583174187e+001,1.5255432344026701e+001,1.8459658518990828e+001,-2.2046573545382813e+001,1.8301227877203001e+001,-2.0097234713139187e+001,6.7683950267222792e-001,6.7036303470922964e-001,1.6129232190201979e+000,2.2832862537294276e+000,3.3734530043160782e+000,8.8481346148507247e-003,0.0000000000000000e+000,1.3732245700840906e+001,1.9893320645679125e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3898790379898088e+002,4.9783010245121989e+002,4.2206689767536903e+002,2.3977726384531127e+002,4.1261339145442588e+002,4.4007794731402572e+002
2.0000000000000043e+001,1.7851722228706773e+001,-2.1765498293879688e+001,5.4577668244027628e+001,6.5480403328552882e+001,5.4459460972362415e+001,2.0574958595024725e+001,5.4200577583174187e+001,1.5255432344025053e+001,1.8459658518990828e+001,-2.2046573545382813e+001,1.8301227877202994e+001,-2.0097234713138903e+001,6.7683950267223936e-001,6.7036303470922587e-001,1.6129232190202312e+000,2.2832862537294569e+000,3.3734530043160644e+000,8.8481346148507282e-003,0.0000000000000000e+000,1.3732245700840906e+001,1.9893320645679125e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3898790379897991e+002,4.9783010245121989e+002,4.2206689767536949e+002,2.3977726384530803e+002,4.1261339145442452e+002,4.4007794731402549e+002
3.0000000000000004e+001,1.7497643284607218e+001,-2.3463446763556590e+001,5.4912143312916996e+001,6.5215854359959053e+001,5.4796001600291454e+001,2.1291849096038789e+001,5.4528527074550283e+001,1.7715248657981249e+001,1.8106534098744220e+001,-2.2661387557845643e+001,1.7938543755968617e+001,-2.2956968698229247e+001,6.7635538719755472e-001,6.4578313624605033e-001,1.5223567755958187e+000,2.1681399118418692e+000,3.2056222998761794e+000,8.7133801321437245e-003,0.0000000000000000e+000,1.4263865206110722e+001,2.0559447248823744e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3766881755969752e+002,4.9715833829099188e+002,4.2304437488616446e+002,2.4832953948264142e+002,2.9724123300227228e+002,4.0623110439907776e+002
3.0000000000000064e+001,1.7497643284607218e+001,-2.3463446763556590e+001,5.4912143312916996e+001,6.5215854359959053e+001,5.4796001600291454e+001,2.1291849096038789e+001,5.4528527074550283e+001,1.7715248657982272e+001,1.8106534098744220e+001,-2.2661387557845643e+001,1.7938543755968617e+001,-2.2956968698229247e+001,6.7635538719755472e-001,6.4578313624605033e-001,1.5223567755957983e+000,2.1681399118418487e+000,3.2056222998761492e+000,8.7133801321437245e-003,0.0000000000000000e+000,1.4263865206110722e+001,2.0559447248823744e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3766881755969752e+002,4.9715833829099188e+002,4.2304437488616446e+002,2.4832953948264375e+002,2.9724123300227228e+002,4.0623110439907771e+002
4.0000000000000007e+001,1.7442596481620779e+001,-2.3605347224965186e+001,5.5060160029811335e+001,6.5604711710918480e+001,5.4945058448272697e+001,2.1502294725685488e+001,5.4682369362717445e+001,1.8077369037449330e+001,1.8042905390591311e+001,-2.2773107058707467e+001,1.7881216272867462e+001,-2.3058304809328433e+001,6.7831351080090929e-001,6.4465184586243229e-001,1.4672473353920972e+000,2.1118991812545294e+000,3.1134558690434067e+000,8.6712471626736107e-003,0.0000000000000000e+000,1.4369187710941674e+001,2.0741490019630874e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3761572325718578e+002,4.9751702960932823e+002,4.2317341631256846e+002,2.5396507662781889e+002,3.0253092199550980e+002,4.1698448726458690e+002
4.0000000000000085e+001,1.7442596481620779e+001,-2.3605347224965186e+001,5.5060160029811335e+001,6.5604711710918480e+001,5.4945058448272697e+001,2.1502294725685488e+001,5.4682369362717445e+001,1.8077369037449330e+001,1.8042905390591311e+001,-2.2773107058707467e+001,1.7881216272867462e+001,-2.3058304809328433e+001,6.7831351080090929e-001,6.4465184586243229e-001,1.4672473353920972e+000,2.1118991812545294e+000,3.1134558690434067e+000,8.6712471626736107e-003,0.0000000000000000e+000,1.4369187710941674e+001,2.0741490019630874e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3761572325718578e+002,4.9751702960932823e+002,4.2317341631256846e+002,2.5396507662781889e+002,3.0253092199550986e+002,4.1698448726458702e+002
5.0000000000000007e+001,1.7431735876766311e+001,-2.3637662249308534e+001,5.5010241041721557e+001,6.5538977038701319e+001,5.4895038254493784e+001,2.1515614767166255e+001,5.4631230248992651e+001,1.8037843093048991e+001,1.8027056912103564e+001,-2.2800978501852086e+001,1.7870162411542374e+001,-2.3077871890531156e+001,6.7784922886926513e-001,6.4247126716363212e-001,1.4491973924192301e+000,2.0916686595828624e+000,3.0857432161898597e+000,8.6686144567413095e-003,0.0000000000000000e+000,1.4348726621686637e+001,2.0753034583385045e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3759993835687129e+002,4.9748087845218799e+002,4.2336623529096141e+002,2.5618872386152708e+002,3.0714902484089515e+002,4.2618148864756989e+002
5.0000000000000107e+001,1.7431735876766311e+001,-2.3637662249308534e+001,5.5010241041721557e+001,6.5538977038701319e+001,5.4895038254493784e+001,2.1515614767166255e+001,5.4631230248992651e+001,1.8037843093048991e+001,1.8027056912103564e+001,-2.2800978501852086e+001,1.7870162411542374e+001,-2.3077871890531156e+001,6.7784922886926513e-001,6.4247126716363212e-001,1.4491973924192294e+000,2.0916686595828615e+000,3.0857432161898584e+000,8.6686144567413095e-003,0.0000000000000000e+000,1.4348726621686637e+001,2.0753034583385045e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3759993835687129e+002,4.9748087845218799e+002,4.2336623529096141e+002,2.5618872386152714e+002,3.0714902484089521e+002,4.2618148864756995e+002
