时间(s),吸气压力(bar),吸气温度(℃),排气压力(bar),排气温度(℃),气冷中间压力(bar),气冷中间温度(℃),气冷出口压力(bar),气冷出口温度(℃),蒸发器进口压力(bar),蒸发器进口温度(℃),蒸发器出口压力(bar),蒸发器出口温度(℃),压缩机功耗(kW),一级制热量(kW),二级制热量(kW),制热量(kW),COP,质量流量(kg/s),进风温度(℃),中间温度(℃),出风温度(℃),室内风量(kg/min),环境温度(℃),室外风量(m/s),吸气比焓(kJ/kg),排气比焓(kJ/kg),气冷中间比焓(kJ/kg),气冷出口比焓(kJ/kg),蒸发器进口比焓(kJ/kg),蒸发器出口比焓(kJ/kg)
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,2.4141266158939172e+002,2.4141266158939172e+002,2.4141266158939172e+002,2.4141266158939172e+002,2.4141266158939172e+002,2.4141266158939172e+002
1.0000000000000002e+001,2.0087059474329816e+001,-1.6576062585563136e+001,6.5287166770599953e+001,7.7119373600243023e+001,6.5181708463951722e+001,2.5625465927204516e+001,6.5007030896587381e+001,8.2670080940395110e+000,2.0715734674930864e+001,-1.8310022083014331e+001,2.0551450849329719e+001,-1.8571725194984708e+001,7.7559498773003011e-001,1.8114104108114106e+000,8.9817341351754187e-001,2.7095838243289525e+000,3.4935550992396398e+000,9.4910072595891549e-003,0.0000000000000000e+000,6.7568850259074793e+000,1.9158770758230219e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4069178779112985e+002,5.0300059339383353e+002,3.1214514873264983e+002,2.1751099779887193e+002,4.2277857423672305e+002,3.8980107750086233e+002
1.0000000000000021e+001,2.0087059474329809e+001,-1.6576062585563193e+001,6.5287166770599967e+001,7.7119373600243307e+001,6.5181708463951750e+001,2.5625465927204573e+001,6.5007030896587409e+001,8.2670080940389425e+000,2.0715734674930857e+001,-1.8310022083014360e+001,2.0551450849329711e+001,-1.8571725194984708e+001,7.7559498773003643e-001,1.8114104108114086e+000,8.9817341351753788e-001,2.7095838243289467e+000,3.4935550992396038e+000,9.4910072595891549e-003,0.0000000000000000e+000,6.7568850259074793e+000,1.9158770758230219e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4069178779112985e+002,5.0300059339383404e+002,3.1214514873265057e+002,2.1751099779887309e+002,4.2277857423672418e+002,3.8980107750086256e+002
2.0000000000000004e+001,1.7923043087874728e+001,-2.2479990287557484e+001,6.7140492942381371e+001,8.2680325747846382e+001,6.7047035860955361e+001,2.6856611183920450e+001,6.6861205052824104e+001,4.3485094436804275e+000,1.8499280707352384e+001,-2.1978128121842502e+001,1.8325973842843499e+001,-2.2278300911813375e+001,8.0090976286226712e-001,1.3931733703546034e+000,1.1458440591291525e+000,2.5390174294837560e+000,3.1701666619843567e+000,8.4300271189948085e-003,0.0000000000000000e+000,1.0166319941016980e+001,2.3476410499420808e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3794608639031856e+002,5.0873828113283810e+002,3.4347506777787032e+002,2.0755094286642137e+002,2.7027842962306204e+002,3.5311181260064291e+002
2.0000000000000043e+001,1.7923043087874724e+001,-2.2479990287557428e+001,6.7140492942381343e+001,8.2680325747846496e+001,6.7047035860955347e+001,2.6856611183920450e+001,6.6861205052824090e+001,4.3485094436817917e+000,1.8499280707352376e+001,-2.1978128121842502e+001,1.8325973842843499e+001,-2.2278300911813375e+001,8.0090976221953469e-001,1.3931733692365753e+000,1.1458440582096039e+000,2.5390174274461792e+000,3.1701666619843469e+000,8.4300271122296870e-003,0.0000000000000000e+000,1.0166319941016980e+001,2.3476410499420808e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3794608639031856e+002,5.0873828113283810e+002,3.4347506777787061e+002,2.0755094286642230e+002,2.7027842962306187e+002,3.5311181260064291e+002
3.0000000000000004e+001,1.7411055625378907e+001,-2.3577761602118528e+001,6.3662268041367639e+001,7.9231751425134235e+001,6.3566136986742400e+001,2.4533382667272406e+001,6.3378941730115912e+001,3.7411833155314866e+000,1.7999438643544188e+001,-2.2849590732799157e+001,1.7813560220864520e+001,-2.3178204740752989e+001,7.6903660788127648e-001,1.0718350957366221e+000,1.4181968245578960e+000,2.4900319202945180e+000,3.2378587635179623e+000,8.2768638453341158e-003,0.0000000000000000e+000,1.2558312440004499e+001,2.3498503998790738e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3771986741969840e+002,5.0724402311397125e+002,3.7774629115105591e+002,2.0640158244748451e+002,2.5217521704663034e+002,3.5033715196396167e+002
3.0000000000000064e+001,1.7411055625378907e+001,-2.3577761602118528e+001,6.3662268041367618e+001,7.9231751425133837e+001,6.3566136986742379e+001,2.4533382667272406e+001,6.3378941730115884e+001,3.7411833155306908e+000,1.7999438643544188e+001,-2.2849590732799157e+001,1.7813560220864520e+001,-2.3178204740752989e+001,7.6903660849177624e-001,1.0718350965875025e+000,1.4181968256837394e+000,2.4900319222712417e+000,3.2378587635179779e+000,8.2768638519047730e-003,0.0000000000000000e+000,1.2558312440004499e+001,2.3498503998790738e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3771986741969840e+002,5.0724402311397068e+002,3.7774629115105591e+002,2.0640158244748497e+002,2.5217521704663034e+002,3.5033715196396179e+002
4.0000000000000007e+001,1.7287790905840847e+001,-2.3840795355524165e+001,6.0930803908879945e+001,7.5483971267157870e+001,6.0831493713619736e+001,2.2629279457289954e+001,6.0642005873665433e+001,4.8896484424820983e+000,1.7885246114928528e+001,-2.3051173554557437e+001,1.7697188004081212e+001,-2.3385223180715855e+001,7.4006081824357473e-001,8.6905158266886318e-001,1.5818779251459507e+000,2.4509295078148137e+000,3.3117947165906361e+000,8.2994653559956919e-003,0.0000000000000000e+000,1.4106350876368083e+001,2.3043665736834726e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3766928945098095e+002,5.0480333730711646e+002,4.0009158234557020e+002,2.0949160303447255e+002,2.5159894133843292e+002,3.5463797284695806e+002
4.0000000000000085e+001,1.7287790905840847e+001,-2.3840795355524165e+001,6.0930803908879938e+001,7.5483971267156676e+001,6.0831493713619722e+001,2.2629279457289954e+001,6.0642005873665411e+001,4.8896484424787445e+000,1.7885246114928528e+001,-2.3051173554557437e+001,1.7697188004081212e+001,-2.3385223180715855e+001,7.4006081824357461e-001,8.6905158266886628e-001,1.5818779251459605e+000,2.4509295078148270e+000,3.3117947165906543e+000,8.2994653559956902e-003,0.0000000000000000e+000,1.4106350876368083e+001,2.3043665736834726e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3766928945098095e+002,5.0480333730711646e+002,4.0009158234556980e+002,2.0949160303447093e+002,2.5159894133843295e+002,3.5463797284695812e+002
5.0000000000000007e+001,1.7275854064829634e+001,-2.3875126237473864e+001,5.9600690791753514e+001,7.3457618730965748e+001,5.9498634334174668e+001,2.3396452580964535e+001,5.9295845563902823e+001,7.0489897167902882e+000,1.7878038217024834e+001,-2.3063929563909170e+001,1.7690197923218189e+001,-2.3397690217720282e+001,7.2657937217424151e-001,7.5209070342763906e-001,1.6552003490018004e+000,2.4072910524294393e+000,3.3131838648622480e+000,8.3508070790836442e-003,0.0000000000000000e+000,1.4814417231188372e+001,2.2466010015166887e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3765353173352185e+002,5.0338637233590481e+002,4.1332433446277412e+002,2.1511590582506815e+002,2.5563395416585206e+002,3.5970695852379475e+002
